codigo_siniestro,fecha,anio,dia_semana,hora,hora_num,provincia,distrito,zona,tipo_via,clase_siniestro,causa_principal,cantidad_fallecidos,cantidad_lesionados,latitud,longitud
A-2021-05-134,2021-05-20,2021,JUEVES,07:10,7,LIMA,LA MOLINA,URBANA,AVENIDA,VOLCADURA,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.078943,-76.930904
A-2021-05-116,2021-05-22,2021,SABADO,21:00,21,CALLAO,LA PERLA,URBANA,AVENIDA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.06818,-77.114497
A-2021-05-311,2021-05-26,2021,MIERCOLES,07:00,7,LIMA,LURIN,URBANA,CARRETERA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.295693,-76.858701
A-2021-05-312,2021-05-27,2021,JUEVES,17:40,17,LIMA,COMAS,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-11.961375,-77.062622
A-2021-05-313,2021-05-28,2021,VIERNES,19:00,19,LIMA,LURIN,URBANA,CARRETERA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,2,0,-12.24958,-76.931759
A-2021-05-314,2021-05-29,2021,SABADO,18:30,18,LIMA,SAN JUAN DE LURIGANCHO,URBANA,CALLE,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-11.939689,-77.002096
A-2021-05-315,2021-05-31,2021,LUNES,08:20,8,LIMA,CHORRILLOS,URBANA,CALLE,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-12.168525,-77.021175
A-2021-06-100,2021-06-01,2021,MARTES,08:15,8,LIMA,LOS OLIVOS,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-11.954411,-77.076149
A-2021-06-101,2021-06-01,2021,MARTES,10:00,10,LIMA,PUENTE PIEDRA,URBANA,CARRETERA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-11.839958,-77.105521
A-2021-06-102,2021-06-01,2021,MARTES,21:30,21,LIMA,CHACLACAYO,URBANA,CARRETERA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-11.995138,-76.832106
A-2021-06-293,2021-06-03,2021,JUEVES,04:40,4,CALLAO,CARMEN DE LA LEGUA REYNOSO,URBANA,AVENIDA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.047463,-77.087482
A-2021-06-103,2021-06-03,2021,JUEVES,13:10,13,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.23578,-76.9232
A-2021-06-111,2021-06-03,2021,JUEVES,17:00,17,LIMA,LIMA,URBANA,JIRÓN,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.053265,-77.06395
A-2021-06-112,2021-06-04,2021,VIERNES,08:30,8,LIMA,LA MOLINA,URBANA,AVENIDA,ATROPELLO,NEGLIGENCIA DEL CONDUCTOR,1,0,-12.086141,-76.895195
A-2021-06-271,2021-06-05,2021,SABADO,19:30,19,CALLAO,CALLAO,URBANA,CARRETERA,ATROPELLO,NEGLIGENCIA DEL CONDUCTOR,1,0,-11.964816,-77.126663
A-2021-06-31,2021-06-06,2021,DOMINGO,02:05,2,CALLAO,MI PERU,URBANA,AVENIDA,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,1,1,-11.851895,-77.128013
A-2021-06-113,2021-06-06,2021,DOMINGO,23:10,23,LIMA,SANTIAGO DE SURCO,URBANA,AVENIDA,VOLCADURA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.128586,-76.997693
A-2021-06-114,2021-06-09,2021,MIERCOLES,10:00,10,LIMA,EL AGUSTINO,URBANA,CARRETERA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.031138,-77.002644
A-2021-06-115,2021-06-09,2021,MIERCOLES,18:45,18,LIMA,PUEBLO LIBRE,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-12.071682,-77.050911
A-2021-06-74,2021-06-11,2021,VIERNES,09:00,9,LIMA,SANTIAGO DE SURCO,URBANA,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.128939,-76.981576
A-2021-06-116,2021-06-15,2021,MARTES,12:30,12,LIMA,VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.169581,-76.928672
A-2021-06-117,2021-06-16,2021,MIERCOLES,08:00,8,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.031643,-77.075594
A-2021-06-125,2021-06-19,2021,SABADO,12:50,12,LIMA,BARRANCO,URBANA,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.14494,-77.021831
A-2021-06-145,2021-06-19,2021,SABADO,23:30,23,CALLAO,CALLAO,URBANA,CARRETERA,ATROPELLO FUGA,IMPRUDENCIA DEL PEATÓN,1,0,-11.994544,-77.125804
A-2021-06-245,2021-06-21,2021,LUNES,05:50,5,LIMA,LURIN,URBANA,CARRETERA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.25263,-76.92798
A-2021-06-246,2021-06-21,2021,LUNES,12:20,12,LIMA,ATE,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.014492,-76.819179
A-2021-06-247,2021-06-21,2021,LUNES,13:45,13,LIMA,VILLA EL SALVADOR,RURAL,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,2,-12.24393,-76.92189
A-2021-06-249,2021-06-21,2021,LUNES,22:50,22,LIMA,LURIGANCHO,URBANA,CARRETERA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-11.921471,-76.676499
A-2021-06-251,2021-06-22,2021,MARTES,21:30,21,LIMA,LURIN,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.25702,-76.88783
A-2021-06-248,2021-06-22,2021,MARTES,02:30,2,LIMA,INDEPENDENCIA,URBANA,CARRETERA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-11.988199,-77.064534
A-2021-06-250,2021-06-22,2021,MARTES,13:35,13,LIMA,LOS OLIVOS,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-11.99179,-77.07511
A-2021-06-252,2021-06-23,2021,MIERCOLES,00:50,0,LIMA,LOS OLIVOS,URBANA,AVENIDA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,1,-11.986489,-77.072359
A-2021-06-258,2021-06-23,2021,MIERCOLES,14:30,14,LIMA,ATE,URBANA,AVENIDA,ATROPELLO FUGA,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.025155,-76.920408
A-2021-06-257,2021-06-23,2021,MIERCOLES,15:40,15,LIMA,LIMA,URBANA,AVENIDA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.060343,-77.008317
A-2021-06-259,2021-06-24,2021,JUEVES,18:30,18,LIMA,ATE,URBANA,CALLE,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.0373,-76.932016
A-2021-06-294,2021-06-25,2021,VIERNES,05:35,5,CALLAO,VENTANILLA,URBANA,CARRETERA,CHOQUE,NEGLIGENCIA DEL CONDUCTOR,1,0,-11.873063,-77.127113
A-2021-06-260,2021-06-25,2021,VIERNES,12:30,12,LIMA,RIMAC,URBANA,CARRETERA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.042747,-77.023008
A-2021-06-199,2021-06-27,2021,DOMINGO,20:00,20,CALLAO,CALLAO,URBANA,CARRETERA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-11.99988,-77.118724
A-2021-06-358,2021-06-27,2021,DOMINGO,17:30,17,CALLAO,CALLAO,URBANA,CARRETERA,ATROPELLO FUGA,NEGLIGENCIA DEL CONDUCTOR,1,0,-11.999894,-77.118706
A-2021-06-261,2021-06-28,2021,LUNES,09:00,9,LIMA,COMAS,URBANA,CARRETERA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,2,-11.924998,-77.072873
A-2021-06-262,2021-06-28,2021,LUNES,20:30,20,LIMA,EL AGUSTINO,URBANA,CARRETERA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.032365,-77.006534
A-2021-06-263,2021-06-28,2021,LUNES,23:00,23,LIMA,BREÑA,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.068456,-77.048247
A-2021-06-264,2021-06-29,2021,MARTES,08:30,8,LIMA,SANTA ANITA,URBANA,AVENIDA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.033213,-76.942706
A-2021-06-265,2021-06-30,2021,MIERCOLES,10:30,10,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.012326,-77.011352
A-2021-06-266,2021-06-30,2021,MIERCOLES,19:15,19,LIMA,LURIN,URBANA,CARRETERA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,2,-12.28184,-76.88049
A-2021-06-267,2021-06-30,2021,MIERCOLES,20:20,20,LIMA,COMAS,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-11.966163,-77.055928
A-2021-07-11,2021-07-01,2021,JUEVES,20:30,20,LIMA,SANTIAGO DE SURCO,URBANA,CARRETERA,VOLCADURA,IMPRUDENCIA DEL PEATÓN,1,0,-12.132165,-76.978381
A-2021-07-13,2021-07-02,2021,VIERNES,15:00,15,LIMA,CHORRILLOS,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,1,-12.196577,-76.990935
A-2021-07-12,2021-07-02,2021,VIERNES,15:30,15,LIMA,LOS OLIVOS,,CARRETERA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-11.967712,-77.067618
A-2021-07-14,2021-07-03,2021,SABADO,01:12,1,LIMA,LA VICTORIA,URBANA,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.059242,-77.029811
A-2021-07-15,2021-07-03,2021,SABADO,19:40,19,LIMA,ATE,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,2,-12.064744,-76.978404
A-2021-07-16,2021-07-03,2021,SABADO,22:00,22,LIMA,ATE,URBANA,CARRETERA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-12.007508,-76.856462
A-2021-07-17,2021-07-04,2021,DOMINGO,03:30,3,LIMA,SANTIAGO DE SURCO,URBANA,CARRETERA,VOLCADURA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.131299,-76.978347
A-2021-07-10,2021-07-04,2021,DOMINGO,19:00,19,CALLAO,VENTANILLA,URBANA,CARRETERA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-11.915812,-77.128526
A-2021-07-229,2021-07-05,2021,LUNES,21:20,21,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.001002,-77.090998
A-2021-07-21,2021-07-05,2021,LUNES,17:30,17,CALLAO,VENTANILLA,URBANA,AVENIDA,DESPISTE,NEGLIGENCIA DEL CONDUCTOR,1,2,-11.846209,-77.134248
A-2021-07-231,2021-07-06,2021,MARTES,20:00,20,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,ATROPELLO FUGA,IMPRUDENCIA DEL CONDUCTOR,2,0,-11.990197,-77.015389
A-2021-07-233,2021-07-07,2021,MIERCOLES,11:30,11,LIMA,COMAS,URBANA,CARRETERA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-11.910779,-77.05586
A-2021-07-276,2021-07-09,2021,VIERNES,06:35,6,LIMA,RIMAC,URBANA,VIA EXPRESA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.038363,-77.016899
A-2021-07-242,2021-07-09,2021,VIERNES,22:30,22,LIMA,SANTIAGO DE SURCO,URBANA,AVENIDA,CHOQUE FUGA,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.12408,-76.988392
A-2021-07-36,2021-07-10,2021,SABADO,05:45,5,CALLAO,CALLAO,URBANA,CARRETERA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.03866,-77.127183
A-2021-07-243,2021-07-11,2021,DOMINGO,13:00,13,LIMA,RIMAC,URBANA,AVENIDA,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.030414,-77.023856
A-2021-07-43,2021-07-11,2021,DOMINGO,20:00,20,CALLAO,CALLAO,URBANA,CARRETERA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-11.994313,-77.125943
A-2021-07-244,2021-07-12,2021,LUNES,14:30,14,LIMA,LIMA,RURAL,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.058098,-77.015984
A-2021-07-245,2021-07-12,2021,LUNES,19:00,19,LIMA,ATE,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,2,0,-12.019704,-76.900789
A-2021-07-246,2021-07-13,2021,MARTES,07:30,7,LIMA,LIMA,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.05899,-77.071171
A-2021-07-247,2021-07-14,2021,MIERCOLES,18:35,18,LIMA,SANTA ANITA,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.053241,-76.963232
A-2021-07-71,2021-07-14,2021,MIERCOLES,18:20,18,CALLAO,VENTANILLA,URBANA,CARRETERA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-11.916421,-77.128914
A-2021-07-248,2021-07-15,2021,JUEVES,04:30,4,LIMA,SAN MARTIN DE PORRES,URBANA,CARRETERA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.018493,-77.059711
A-2021-07-250,2021-07-16,2021,VIERNES,07:30,7,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.029194,-77.076803
A-2021-07-96,2021-07-16,2021,VIERNES,18:15,18,CALLAO,CALLAO,URBANA,CARRETERA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-11.988772,-77.125418
A-2021-07-253,2021-07-17,2021,SABADO,01:20,1,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,1,1,-12.216319,-76.968185
A-2021-07-274,2021-07-17,2021,SABADO,19:00,19,CALLAO,CALLAO,URBANA,CARRETERA,ATROPELLO FUGA,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.001538,-77.126829
A-2021-07-254,2021-07-18,2021,DOMINGO,19:00,19,LIMA,CARABAYLLO,URBANA,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-11.749137,-76.96752
A-2021-07-294,2021-07-19,2021,LUNES,11:00,11,CALLAO,CALLAO,URBANA,CARRETERA,CAÍDA DE PASAJERO,IMPRUDENCIA DEL CONDUCTOR,1,0,-11.944258,-77.131351
A-2021-07-256,2021-07-21,2021,MIERCOLES,13:00,13,LIMA,SAN MARTIN DE PORRES,URBANA,CARRETERA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,2,0,-11.9966,-77.112638
A-2021-07-255,2021-07-21,2021,MIERCOLES,10:30,10,LIMA,INDEPENDENCIA,URBANA,AVENIDA,ATROPELLO,NEGLIGENCIA DEL CONDUCTOR,1,0,-11.988854,-77.056784
A-2021-07-275,2021-07-22,2021,JUEVES,04:50,4,CALLAO,CALLAO,URBANA,CARRETERA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-12.044609,-77.126555
A-2021-07-257,2021-07-22,2021,JUEVES,15:30,15,LIMA,ATE,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.033012,-76.938375
A-2021-07-258,2021-07-24,2021,SABADO,07:10,7,LIMA,SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.161923,-76.98217
A-2021-07-259,2021-07-24,2021,SABADO,16:10,16,LIMA,CARABAYLLO,URBANA,CARRETERA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,1,-11.76972,-76.977699
A-2021-07-124,2021-07-24,2021,SABADO,21:00,21,CALLAO,CALLAO,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-11.989218,-77.133276
A-2021-07-260,2021-07-26,2021,LUNES,05:00,5,LIMA,LURIN,URBANA,CARRETERA,ATROPELLO FUGA,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.274178,-76.892697
A-2021-07-261,2021-07-27,2021,MARTES,00:30,0,LIMA,EL AGUSTINO,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.040262,-76.981751
A-2021-07-262,2021-07-28,2021,MIERCOLES,06:45,6,LIMA,SANTIAGO DE SURCO,URBANA,CARRETERA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.122129,-76.97709
A-2021-07-263,2021-07-30,2021,VIERNES,20:30,20,LIMA,SAN MIGUEL,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,1,-12.064318,-77.078369
A-2021-08-215,2021-08-01,2021,DOMINGO,19:00,19,LIMA,SAN MARTIN DE PORRES,URBANA,CARRETERA,CHOQUE CON OBJETO FIJO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.020936,-77.059184
A-2021-08-220,2021-08-02,2021,LUNES,19:00,19,LIMA,SAN BARTOLO,URBANA,CARRETERA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.384296,-76.771029
A-2021-08-14,2021-08-03,2021,MARTES,05:15,5,CALLAO,VENTANILLA,URBANA,AVENIDA,CHOQUE,NEGLIGENCIA DEL CONDUCTOR,1,1,-11.829235,-77.121203
A-2021-08-227,2021-08-03,2021,MARTES,15:00,15,LIMA,COMAS,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-11.945384,-77.063179
A-2021-08-224,2021-08-03,2021,MARTES,17:00,17,LIMA,CARABAYLLO,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,1,-11.863573,-77.008134
A-2021-08-225,2021-08-04,2021,MIERCOLES,13:00,13,LIMA,CHORRILLOS,URBANA,CALLE,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.17003,-77.02477
A-2021-08-228,2021-08-05,2021,JUEVES,10:30,10,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,1,-11.981457,-77.096965
A-2021-08-261,2021-08-05,2021,JUEVES,10:31,10,LIMA,LA VICTORIA,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.06384,-77.021884
A-2021-08-229,2021-08-07,2021,SABADO,21:37,21,LIMA,LOS OLIVOS,URBANA,CARRETERA,CHOQUE FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-11.959327,-77.068942
A-2021-08-232,2021-08-10,2021,MARTES,07:45,7,LIMA,CHORRILLOS,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.179248,-77.014289
A-2021-08-231,2021-08-10,2021,MARTES,07:00,7,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.197296,-76.952968
A-2021-08-230,2021-08-10,2021,MARTES,06:00,6,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.012709,-77.080828
A-2021-08-234,2021-08-11,2021,MIERCOLES,09:15,9,LIMA,COMAS,URBANA,JIRÓN,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-11.935141,-77.069255
A-2021-08-235,2021-08-13,2021,VIERNES,09:30,9,LIMA,LOS OLIVOS,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-11.959972,-77.068223
A-2021-08-236,2021-08-13,2021,VIERNES,16:30,16,LIMA,VILLA EL SALVADOR,URBANA,OTRO,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.236409,-76.920455
A-2021-08-237,2021-08-14,2021,SABADO,15:30,15,LIMA,COMAS,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-11.925832,-77.042881
A-2021-08-238,2021-08-16,2021,LUNES,09:40,9,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.212208,-76.958011
A-2021-08-332,2021-08-17,2021,MARTES,08:15,8,LIMA,LIMA,URBANA,AVENIDA,CHOQUE FUGA,IMPRUDENCIA DEL CONDUCTOR,1,10,-12.044565,-77.073666
A-2021-08-239,2021-08-18,2021,MIERCOLES,09:50,9,LIMA,BREÑA,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-12.066318,-77.046615
A-2021-08-240,2021-08-18,2021,MIERCOLES,19:53,19,LIMA,ANCON,URBANA,CARRETERA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-11.766541,-77.158564
A-2021-08-242,2021-08-19,2021,JUEVES,13:20,13,LIMA,ATE,URBANA,CARRETERA,ESPECIAL,EN PROCESO DE INVESTIGACIÓN,1,0,-12.009152,-76.866567
A-2021-08-241,2021-08-20,2021,VIERNES,21:40,21,LIMA,COMAS,URBANA,AVENIDA,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,1,0,-11.912096,-77.052296
A-2021-08-243,2021-08-21,2021,SABADO,23:00,23,LIMA,CHORRILLOS,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.172279,-76.98347
A-2021-08-244,2021-08-22,2021,DOMINGO,04:30,4,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,VOLCADURA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.011634,-77.089182
A-2021-08-245,2021-08-22,2021,DOMINGO,18:15,18,LIMA,SAN BARTOLO,URBANA,CARRETERA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.385302,-76.770004
A-2021-08-247,2021-08-22,2021,DOMINGO,23:45,23,LIMA,SANTIAGO DE SURCO,URBANA,CARRETERA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,1,-12.136136,-76.980274
A-2021-08-249,2021-08-24,2021,MARTES,14:00,14,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.018424,-77.055792
A-2021-08-290,2021-08-24,2021,MARTES,19:00,19,CALLAO,CALLAO,URBANA,CARRETERA,ATROPELLO FUGA,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.040087,-77.118175
A-2021-08-248,2021-08-24,2021,MARTES,23:30,23,LIMA,LURIN,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.254683,-76.916608
A-2021-08-251,2021-08-25,2021,MIERCOLES,14:30,14,LIMA,ANCON,URBANA,CARRETERA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-11.747909,-77.144199
A-2021-08-250,2021-08-25,2021,MIERCOLES,12:00,12,LIMA,EL AGUSTINO,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.043371,-77.008517
A-2021-08-253,2021-08-26,2021,JUEVES,19:35,19,LIMA,SAN ISIDRO,URBANA,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.094675,-77.033037
A-2021-08-252,2021-08-29,2021,DOMINGO,02:00,2,LIMA,RIMAC,URBANA,AVENIDA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.017943,-77.051037
A-2021-08-254,2021-08-29,2021,DOMINGO,14:00,14,LIMA,SAN MIGUEL,URBANA,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.08089,-77.088211
A-2021-09-51,2021-09-01,2021,MIERCOLES,17:30,17,LIMA,ANCON,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-11.81507,-77.1277
A-2021-09-52,2021-09-01,2021,MIERCOLES,17:45,17,LIMA,SAN JUAN DE MIRAFLORES,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.159395,-76.95888
A-2021-09-53,2021-09-03,2021,VIERNES,13:40,13,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.224592,-76.93886
A-2021-09-54,2021-09-04,2021,SABADO,16:45,16,LIMA,EL AGUSTINO,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-12.030795,-76.999011
A-2021-09-55,2021-09-05,2021,DOMINGO,06:00,6,LIMA,LOS OLIVOS,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,1,0,-11.995378,-77.079853
A-2021-09-114,2021-09-09,2021,JUEVES,08:50,8,LIMA,EL AGUSTINO,URBANA,AVENIDA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,1,0,-12.029106,-76.991683
A-2021-09-118,2021-09-11,2021,SABADO,17:40,17,LIMA,CHACLACAYO,URBANA,CARRETERA,ESPECIAL,EN PROCESO DE INVESTIGACIÓN,1,0,-11.985571,-76.809572
A-2021-09-119,2021-09-12,2021,DOMINGO,19:58,19,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.19285,-76.962367
A-2021-09-121,2021-09-14,2021,MARTES,21:00,21,LIMA,LOS OLIVOS,URBANA,CARRETERA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,1,0,-11.966189,-77.067814
A-2021-09-124,2021-09-15,2021,MIERCOLES,06:40,6,LIMA,MIRAFLORES,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.129439,-77.023027
A-2021-09-126,2021-09-19,2021,DOMINGO,09:00,9,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,1,0,-12.223894,-76.919897
A-2021-09-127,2021-09-20,2021,LUNES,23:30,23,LIMA,RIMAC,URBANA,AVENIDA,VOLCADURA,EN PROCESO DE INVESTIGACIÓN,1,0,-12.037243,-77.013437
A-2021-09-133,2021-09-23,2021,JUEVES,12:15,12,LIMA,SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,CHOQUE CON OBJETO FIJO,IMPRUDENCIA DEL CONDUCTOR,1,0,-12.168898,-76.979617
A-2021-09-135,2021-09-24,2021,VIERNES,12:20,12,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,1,0,-12.227974,-76.938119
