codigo_siniestro,codigo_persona,anio,fecha,hora,franja_horaria,provincia,distrito,tipo_persona,gravedad,lugar_defuncion,lugar_atencion_lesionado,sexo,edad,vehiculo,clase_siniestro,red_vial,tipo_via,zona,zonificacion,caracteristicas_via,superficie_calzada
A-2021-02-256,P-2021-02-256-2-3,2021,2021-02-13,17:20,TARDE (12-17),LIMA,VILLA EL SALVADOR,PASAJERO,LESIONADO,,CENTRO DE SALUD PÚBLICO,FEMENINO,19,TRIMOTO PASAJERO,CHOQUE,URBANO,AVENIDA,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-02-259,P-2021-02-259-1-1,2021,2021-02-13,18:50,NOCHE (18-23),LIMA,MIRAFLORES,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,29,MOTOCICLETA,VOLCADURA,URBANO,CALLE,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-02-257,P-2021-02-257-1-1,2021,2021-02-13,20:40,NOCHE (18-23),LIMA,CARABAYLLO,CONDUCTOR,ILESO,,,MASCULINO,30,ÓMNIBUS,ATROPELLO FUGA,URBANO,AVENIDA,URBANA,INDUSTRIAL,INTERSECCIÓN,ASFALTADA
A-2021-02-257,P-2021-02-257-1-2,2021,2021-02-13,20:40,NOCHE (18-23),LIMA,CARABAYLLO,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,41,ÓMNIBUS,ATROPELLO FUGA,URBANO,AVENIDA,URBANA,INDUSTRIAL,INTERSECCIÓN,ASFALTADA
A-2021-02-261,P-2021-02-261-1-1,2021,2021-02-16,08:00,MANANA (06-11),LIMA,LIMA,CONDUCTOR,ILESO,,,MASCULINO,35,AUTOMÓVIL,CHOQUE,URBANO,AVENIDA,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-02-261,P-2021-02-261-2-1,2021,2021-02-16,08:00,MANANA (06-11),LIMA,LIMA,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,49,BICICLETA,CHOQUE,URBANO,AVENIDA,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-02-260,P-2021-02-260-1-1,2021,2021-02-16,18:30,NOCHE (18-23),LIMA,LINCE,CONDUCTOR,ILESO,,,MASCULINO,38,ÓMNIBUS,CHOQUE,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-02-260,P-2021-02-260-2-1,2021,2021-02-16,18:30,NOCHE (18-23),LIMA,LINCE,CONDUCTOR,FALLECIDO,EN EL CENTRO DE SALUD,,MASCULINO,49,BICICLETA,CHOQUE,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-02-262,P-2021-02-262-1-1,2021,2021-02-17,11:30,MANANA (06-11),LIMA,RIMAC,CONDUCTOR,ILESO,,,MASCULINO,37,REMOLCADOR,ATROPELLO,URBANO,AVENIDA,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-02-262,P-2021-02-262-1-2,2021,2021-02-17,11:30,MANANA (06-11),LIMA,RIMAC,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,74,REMOLCADOR,ATROPELLO,URBANO,AVENIDA,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-02-264,P-2021-02-264-1-1,2021,2021-02-18,15:25,TARDE (12-17),LIMA,VILLA MARIA DEL TRIUNFO,CONDUCTOR,ILESO,,,MASCULINO,31,REMOLCADOR,CHOQUE CON OBJETO FIJO,URBANO,CALLE,RURAL,RURAL,PASE A DESNIVEL,AFIRMADO
A-2021-02-264,P-2021-02-264-1-2,2021,2021-02-18,15:25,TARDE (12-17),LIMA,VILLA MARIA DEL TRIUNFO,PASAJERO,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,FEMENINO,5,REMOLCADOR,CHOQUE CON OBJETO FIJO,URBANO,CALLE,RURAL,RURAL,PASE A DESNIVEL,AFIRMADO
A-2021-02-264,P-2021-02-264-1-3,2021,2021-02-18,15:25,TARDE (12-17),LIMA,VILLA MARIA DEL TRIUNFO,PASAJERO,LESIONADO,,CENTRO DE SALUD PÚBLICO,FEMENINO,38,REMOLCADOR,CHOQUE CON OBJETO FIJO,URBANO,CALLE,RURAL,RURAL,PASE A DESNIVEL,AFIRMADO
A-2021-02-264,P-2021-02-264-1-4,2021,2021-02-18,15:25,TARDE (12-17),LIMA,VILLA MARIA DEL TRIUNFO,PASAJERO,LESIONADO,,CENTRO DE SALUD PÚBLICO,FEMENINO,2,REMOLCADOR,CHOQUE CON OBJETO FIJO,URBANO,CALLE,RURAL,RURAL,PASE A DESNIVEL,AFIRMADO
A-2021-02-264,P-2021-02-264-1-5,2021,2021-02-18,15:25,TARDE (12-17),LIMA,VILLA MARIA DEL TRIUNFO,PASAJERO,LESIONADO,,CENTRO DE SALUD PÚBLICO,FEMENINO,39,REMOLCADOR,CHOQUE CON OBJETO FIJO,URBANO,CALLE,RURAL,RURAL,PASE A DESNIVEL,AFIRMADO
A-2021-02-263,P-2021-02-263-1-1,2021,2021-02-18,18:00,NOCHE (18-23),LIMA,RIMAC,CONDUCTOR FUGADO,NO SE CONOCE,,,NO INDICA,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,NACIONAL,CARRETERA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-02-263,P-2021-02-263-1-2,2021,2021-02-18,18:00,NOCHE (18-23),LIMA,RIMAC,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,30,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,NACIONAL,CARRETERA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-02-235,P-2021-02-235-1-1,2021,2021-02-19,08:30,MANANA (06-11),CALLAO,CALLAO,CONDUCTOR,ILESO,,,MASCULINO,66,REMOLCADOR-SEMIREMOLQUE,CHOQUE,NACIONAL,CARRETERA,URBANA,INDUSTRIAL,TRAMO RECTO,CONCRETO
A-2021-02-235,P-2021-02-235-2-1,2021,2021-02-19,08:30,MANANA (06-11),CALLAO,CALLAO,CONDUCTOR,FALLECIDO,EN EL CENTRO DE SALUD,,MASCULINO,21,MOTOCICLETA,CHOQUE,NACIONAL,CARRETERA,URBANA,INDUSTRIAL,TRAMO RECTO,CONCRETO
A-2021-02-265,P-2021-02-265-1-1,2021,2021-02-19,20:20,NOCHE (18-23),LIMA,LIMA,CONDUCTOR,ILESO,,,MASCULINO,34,MINIBUS,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2021-02-265,P-2021-02-265-1-2,2021,2021-02-19,20:20,NOCHE (18-23),LIMA,LIMA,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,FEMENINO,7,MINIBUS,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2021-02-265,P-2021-02-265-1-3,2021,2021-02-19,20:20,NOCHE (18-23),LIMA,LIMA,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,FEMENINO,27,MINIBUS,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2021-02-237,P-2021-02-237-1-1,2021,2021-02-21,21:40,NOCHE (18-23),LIMA,MAGDALENA DEL MAR,CONDUCTOR,NO SE CONOCE,,,MASCULINO,20,MOTOCICLETA,CHOQUE CON OBJETO FIJO,URBANO,OTRO,URBANA,RURAL,TRAMO RECTO,ASFALTADA
A-2021-02-237,P-2021-02-237-1-2,2021,2021-02-21,21:40,NOCHE (18-23),LIMA,MAGDALENA DEL MAR,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,FEMENINO,25,MOTOCICLETA,CHOQUE CON OBJETO FIJO,URBANO,OTRO,URBANA,RURAL,TRAMO RECTO,ASFALTADA
A-2021-02-266,P-2021-02-266-1-1,2021,2021-02-22,07:30,MANANA (06-11),LIMA,INDEPENDENCIA,CONDUCTOR,NO SE CONOCE,,,MASCULINO,,ÓMNIBUS,VOLCADURA,NACIONAL,CARRETERA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2021-02-266,P-2021-02-266-1-2,2021,2021-02-22,07:30,MANANA (06-11),LIMA,INDEPENDENCIA,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,NO INDICA,,ÓMNIBUS,VOLCADURA,NACIONAL,CARRETERA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2021-02-236,P-2021-02-236-1-1,2021,2021-02-23,17:00,TARDE (12-17),CALLAO,CALLAO,CONDUCTOR,FALLECIDO,EN EL CENTRO DE SALUD,,MASCULINO,32,MOTOCICLETA,DESPISTE,NACIONAL,CARRETERA,URBANA,RESIDENCIAL,TRAMO RECTO,CONCRETO
A-2021-02-267,P-2021-02-267-1-1,2021,2021-02-23,21:00,NOCHE (18-23),LIMA,SANTA ANITA,CONDUCTOR FUGADO,NO SE CONOCE,,,NO INDICA,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,NACIONAL,CARRETERA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-02-267,P-2021-02-267-1-2,2021,2021-02-23,21:00,NOCHE (18-23),LIMA,SANTA ANITA,PEATÓN,FALLECIDO,EN EL CENTRO DE SALUD,,MASCULINO,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,NACIONAL,CARRETERA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-02-268,P-2021-02-268-1-1,2021,2021-02-24,08:30,MANANA (06-11),LIMA,RIMAC,CONDUCTOR,ILESO,,,MASCULINO,34,AUTOMÓVIL,CHOQUE,URBANO,AVENIDA,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-02-268,P-2021-02-268-2-1,2021,2021-02-24,08:30,MANANA (06-11),LIMA,RIMAC,CONDUCTOR,FALLECIDO,EN EL CENTRO DE SALUD,,MASCULINO,,MOTOCICLETA,CHOQUE,URBANO,AVENIDA,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-02-269,P-2021-02-269-1-1,2021,2021-02-26,07:30,MANANA (06-11),LIMA,SAN JUAN DE MIRAFLORES,CONDUCTOR,ILESO,,,MASCULINO,28,BICICLETA,ATROPELLO,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-02-269,P-2021-02-269-1-2,2021,2021-02-26,07:30,MANANA (06-11),LIMA,SAN JUAN DE MIRAFLORES,PEATÓN,FALLECIDO,EN EL CENTRO DE SALUD,,MASCULINO,86,BICICLETA,ATROPELLO,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-02-270,P-2021-02-270-1-1,2021,2021-02-27,12:30,TARDE (12-17),LIMA,EL AGUSTINO,CONDUCTOR,ILESO,,,MASCULINO,30,ÓMNIBUS,ATROPELLO,NACIONAL,CARRETERA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-02-270,P-2021-02-270-1-2,2021,2021-02-27,12:30,TARDE (12-17),LIMA,EL AGUSTINO,PEATÓN,FALLECIDO,,,MASCULINO,,ÓMNIBUS,ATROPELLO,NACIONAL,CARRETERA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-02-271,P-2021-02-271-1-1,2021,2021-02-27,22:30,NOCHE (18-23),LIMA,CARABAYLLO,CONDUCTOR,FALLECIDO,EN EL CENTRO DE SALUD,,MASCULINO,46,TRIMOTO PASAJERO,DESPISTE,URBANO,JIRÓN,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-03-69,P-2021-03-69-1-1,2021,2021-03-01,08:00,MANANA (06-11),LIMA,INDEPENDENCIA,CONDUCTOR,NO SE CONOCE,,,MASCULINO,23,MINIBUS,CAÍDA DE PASAJERO,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-03-69,P-2021-03-69-1-2,2021,2021-03-01,08:00,MANANA (06-11),LIMA,INDEPENDENCIA,PASAJERO,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,FEMENINO,21,MINIBUS,CAÍDA DE PASAJERO,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,ASFALTADA
A-2021-03-170,P-2021-03-170-1-1,2021,2021-03-03,18:00,NOCHE (18-23),LIMA,SAN JUAN DE LURIGANCHO,CONDUCTOR,NO SE CONOCE,,,MASCULINO,68,CAMIONETA RURAL,ATROPELLO,SIN CLASIFICAR,CARRETERA,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-03-170,P-2021-03-170-1-2,2021,2021-03-03,18:00,NOCHE (18-23),LIMA,SAN JUAN DE LURIGANCHO,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,20,CAMIONETA RURAL,ATROPELLO,SIN CLASIFICAR,CARRETERA,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-03-171,P-2021-03-171-1-1,2021,2021-03-04,20:40,NOCHE (18-23),LIMA,SAN JUAN DE LURIGANCHO,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,26,MOTOCICLETA,VOLCADURA,URBANO,AVENIDA,URBANA,RURAL,SINUOSA,ASFALTADA
A-2021-03-175,P-2021-03-175-1-1,2021,2021-03-05,00:30,MADRUGADA (00-05),LIMA,SAN MARTIN DE PORRES,CONDUCTOR,FALLECIDO,,,MASCULINO,29,MOTOCICLETA,DESPISTE,URBANO,AVENIDA,URBANA,COMERCIAL,INTERSECCIÓN,ASFALTADA
A-2021-03-352,P-2021-03-352-1-1,2021,2021-03-05,19:00,NOCHE (18-23),LIMA,LIMA,CONDUCTOR,ILESO,,,MASCULINO,49,CAMIÓN,ATROPELLO,URBANO,JIRÓN,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-03-352,P-2021-03-352-1-2,2021,2021-03-05,19:00,NOCHE (18-23),LIMA,LIMA,PEATÓN,FALLECIDO,EN EL CENTRO DE SALUD,,MASCULINO,59,CAMIÓN,ATROPELLO,URBANO,JIRÓN,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-03-201,P-2021-03-201-1-1,2021,2021-03-05,21:30,NOCHE (18-23),LIMA,SAN JUAN DE MIRAFLORES,CONDUCTOR,NO SE CONOCE,,,MASCULINO,33,AUTOMÓVIL,ATROPELLO,NACIONAL,CARRETERA,URBANA,RURAL,TRAMO RECTO,ASFALTADA
A-2021-03-201,P-2021-03-201-1-2,2021,2021-03-05,21:30,NOCHE (18-23),LIMA,SAN JUAN DE MIRAFLORES,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,FEMENINO,38,AUTOMÓVIL,ATROPELLO,NACIONAL,CARRETERA,URBANA,RURAL,TRAMO RECTO,ASFALTADA
A-2021-03-202,P-2021-03-202-1-1,2021,2021-03-06,03:50,MADRUGADA (00-05),LIMA,COMAS,CONDUCTOR,NO SE CONOCE,,,MASCULINO,21,AUTOMÓVIL,ATROPELLO,NACIONAL,CARRETERA,URBANA,RESIDENCIAL,OTRO,ASFALTADA
A-2021-03-202,P-2021-03-202-1-2,2021,2021-03-06,03:50,MADRUGADA (00-05),LIMA,COMAS,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,FEMENINO,24,AUTOMÓVIL,ATROPELLO,NACIONAL,CARRETERA,URBANA,RESIDENCIAL,OTRO,ASFALTADA
A-2021-03-202,P-2021-03-202-1-3,2021,2021-03-06,03:50,MADRUGADA (00-05),LIMA,COMAS,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,FEMENINO,24,AUTOMÓVIL,ATROPELLO,NACIONAL,CARRETERA,URBANA,RESIDENCIAL,OTRO,ASFALTADA
A-2021-03-202,P-2021-03-202-1-4,2021,2021-03-06,03:50,MADRUGADA (00-05),LIMA,COMAS,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,FEMENINO,0,AUTOMÓVIL,ATROPELLO,NACIONAL,CARRETERA,URBANA,RESIDENCIAL,OTRO,ASFALTADA
A-2021-03-349,P-2021-03-349-1-1,2021,2021-03-07,12:30,TARDE (12-17),LIMA,SANTA ROSA,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,,AUTOMÓVIL,CHOQUE CON OBJETO FIJO,NACIONAL,CARRETERA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-03-218,P-2021-03-218-1-1,2021,2021-03-11,17:40,TARDE (12-17),LIMA,PUENTE PIEDRA,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,,TRICICLO NO MOTORIZADO,CHOQUE CON OBJETO FIJO,NACIONAL,CARRETERA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-03-221,P-2021-03-221-1-1,2021,2021-03-12,16:00,TARDE (12-17),LIMA,PUEBLO LIBRE,CONDUCTOR,NO SE CONOCE,,,MASCULINO,39,ÓMNIBUS,ATROPELLO,URBANO,AVENIDA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-03-221,P-2021-03-221-1-2,2021,2021-03-12,16:00,TARDE (12-17),LIMA,PUEBLO LIBRE,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,63,ÓMNIBUS,ATROPELLO,URBANO,AVENIDA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-03-346,P-2021-03-346-1-1,2021,2021-03-14,03:00,MADRUGADA (00-05),LIMA,COMAS,CONDUCTOR FUGADO,NO SE CONOCE,,,NO INDICA,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,NACIONAL,CARRETERA,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-03-346,P-2021-03-346-1-2,2021,2021-03-14,03:00,MADRUGADA (00-05),LIMA,COMAS,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,NACIONAL,CARRETERA,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-03-228,P-2021-03-228-1-1,2021,2021-03-16,16:00,TARDE (12-17),LIMA,INDEPENDENCIA,CONDUCTOR FUGADO,NO SE CONOCE,EN EL LUGAR DE LOS HECHOS,,NO INDICA,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,URBANO,AVENIDA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-03-228,P-2021-03-228-1-2,2021,2021-03-16,16:00,TARDE (12-17),LIMA,INDEPENDENCIA,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,URBANO,AVENIDA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-03-311,P-2021-03-311-1-1,2021,2021-03-16,17:30,TARDE (12-17),CALLAO,CALLAO,CONDUCTOR,LESIONADO,,CENTRO DE SALUD PÚBLICO,MASCULINO,36,MOTOCICLETA,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,CONCRETO
A-2021-03-311,P-2021-03-311-1-2,2021,2021-03-16,17:30,TARDE (12-17),CALLAO,CALLAO,PEATÓN,FALLECIDO,EN EL CENTRO DE SALUD,,FEMENINO,84,MOTOCICLETA,ATROPELLO,URBANO,AVENIDA,URBANA,COMERCIAL,TRAMO RECTO,CONCRETO
A-2021-03-230,P-2021-03-230-1-1,2021,2021-03-17,10:30,MANANA (06-11),LIMA,SAN MARTIN DE PORRES,CONDUCTOR,NO SE CONOCE,,,MASCULINO,40,CAMIONETA RURAL,ATROPELLO,URBANO,AVENIDA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-03-230,P-2021-03-230-1-2,2021,2021-03-17,10:30,MANANA (06-11),LIMA,SAN MARTIN DE PORRES,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,80,CAMIONETA RURAL,ATROPELLO,URBANO,AVENIDA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-03-233,P-2021-03-233-1-1,2021,2021-03-17,17:00,TARDE (12-17),LIMA,PUNTA NEGRA,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,FEMENINO,62,BICICLETA,VOLCADURA,URBANO,AVENIDA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-03-236,P-2021-03-236-1-1,2021,2021-03-19,08:40,MANANA (06-11),LIMA,SANTIAGO DE SURCO,CONDUCTOR,FALLECIDO,,,MASCULINO,35,CAMIÓN,DESPISTE,URBANO,AVENIDA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-03-237,P-2021-03-237-1-1,2021,2021-03-20,07:00,MANANA (06-11),LIMA,SAN MARTIN DE PORRES,CONDUCTOR,NO SE CONOCE,,,MASCULINO,40,CAMIÓN,ATROPELLO,URBANO,AVENIDA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-03-237,P-2021-03-237-1-2,2021,2021-03-20,07:00,MANANA (06-11),LIMA,SAN MARTIN DE PORRES,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,74,CAMIÓN,ATROPELLO,URBANO,AVENIDA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-03-238,P-2021-03-238-1-1,2021,2021-03-20,14:10,TARDE (12-17),LIMA,EL AGUSTINO,CONDUCTOR,NO SE CONOCE,,,MASCULINO,43,REMOLCADOR-SEMIREMOLQUE,CHOQUE,NACIONAL,CARRETERA,URBANA,RURAL,INTERSECCIÓN,ASFALTADA
A-2021-03-238,P-2021-03-238-2-1,2021,2021-03-20,14:10,TARDE (12-17),LIMA,EL AGUSTINO,CONDUCTOR,FALLECIDO,,,NO INDICA,,MOTOCICLETA,CHOQUE,NACIONAL,CARRETERA,URBANA,RURAL,INTERSECCIÓN,ASFALTADA
A-2021-03-326,P-2021-03-326-1-1,2021,2021-03-21,12:30,TARDE (12-17),LIMA,INDEPENDENCIA,CONDUCTOR,ILESO,,,MASCULINO,59,AUTOMÓVIL,DESPISTE,URBANO,PASAJE,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-03-326,P-2021-03-326-1-2,2021,2021-03-21,12:30,TARDE (12-17),LIMA,INDEPENDENCIA,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,,AUTOMÓVIL,DESPISTE,URBANO,PASAJE,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-03-240,P-2021-03-240-1-1,2021,2021-03-21,20:00,NOCHE (18-23),LIMA,SAN MARTIN DE PORRES,CONDUCTOR,NO SE CONOCE,,,MASCULINO,,TRIMOTO PASAJERO,ATROPELLO,URBANO,AVENIDA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-03-240,P-2021-03-240-1-2,2021,2021-03-21,20:00,NOCHE (18-23),LIMA,SAN MARTIN DE PORRES,PEATÓN,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,60,TRIMOTO PASAJERO,ATROPELLO,URBANO,AVENIDA,URBANA,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-03-243,P-2021-03-243-1-1,2021,2021-03-24,09:30,MANANA (06-11),LIMA,LA MOLINA,CONDUCTOR,NO SE CONOCE,,,MASCULINO,,CAMIONETA PICK UP,CHOQUE,URBANO,AVENIDA,RURAL,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-03-243,P-2021-03-243-2-1,2021,2021-03-24,09:30,MANANA (06-11),LIMA,LA MOLINA,CONDUCTOR,FALLECIDO,EN EL LUGAR DE LOS HECHOS,,MASCULINO,20,MOTOCICLETA,CHOQUE,URBANO,AVENIDA,RURAL,INDUSTRIAL,TRAMO RECTO,ASFALTADA
A-2021-03-353,P-2021-03-353-1-1,2021,2021-03-24,14:30,TARDE (12-17),LIMA,LURIGANCHO,CONDUCTOR,ILESO,,,MASCULINO,51,REMOLCADOR-SEMIREMOLQUE,ATROPELLO,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-03-353,P-2021-03-353-1-2,2021,2021-03-24,14:30,TARDE (12-17),LIMA,LURIGANCHO,PEATÓN,FALLECIDO,EN EL CENTRO DE SALUD,,MASCULINO,79,REMOLCADOR-SEMIREMOLQUE,ATROPELLO,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-03-354,P-2021-03-354-1-1,2021,2021-03-26,03:50,MADRUGADA (00-05),LIMA,COMAS,CONDUCTOR,ILESO,,,MASCULINO,37,AUTOMÓVIL,DESPISTE,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-03-354,P-2021-03-354-1-2,2021,2021-03-26,03:50,MADRUGADA (00-05),LIMA,COMAS,PEATÓN,FALLECIDO,EN EL CENTRO DE SALUD,,MASCULINO,86,AUTOMÓVIL,DESPISTE,URBANO,AVENIDA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-03-355,P-2021-03-355-1-1,2021,2021-03-26,22:00,NOCHE (18-23),LIMA,VILLA MARIA DEL TRIUNFO,CONDUCTOR,ILESO,,,MASCULINO,38,ÓMNIBUS,CHOQUE,URBANO,AVENIDA,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-03-355,P-2021-03-355-2-1,2021,2021-03-26,22:00,NOCHE (18-23),LIMA,VILLA MARIA DEL TRIUNFO,CONDUCTOR,FALLECIDO,EN EL CENTRO DE SALUD,,MASCULINO,28,MOTOCICLETA,CHOQUE,URBANO,AVENIDA,URBANA,RESIDENCIAL,INTERSECCIÓN,ASFALTADA
A-2021-03-356,P-2021-03-356-1-1,2021,2021-03-27,17:00,TARDE (12-17),LIMA,VILLA EL SALVADOR,CONDUCTOR,ILESO,,,MASCULINO,40,AUTOMÓVIL,CHOQUE,NACIONAL,CARRETERA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-03-356,P-2021-03-356-1-2,2021,2021-03-27,17:00,TARDE (12-17),LIMA,VILLA EL SALVADOR,PASAJERO,LESIONADO,,CENTRO DE SALUD PÚBLICO,MASCULINO,,AUTOMÓVIL,CHOQUE,NACIONAL,CARRETERA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-03-356,P-2021-03-356-1-3,2021,2021-03-27,17:00,TARDE (12-17),LIMA,VILLA EL SALVADOR,PASAJERO,LESIONADO,,CENTRO DE SALUD PÚBLICO,MASCULINO,,AUTOMÓVIL,CHOQUE,NACIONAL,CARRETERA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
A-2021-03-356,P-2021-03-356-2-1,2021,2021-03-27,17:00,TARDE (12-17),LIMA,VILLA EL SALVADOR,CONDUCTOR,FALLECIDO,EN EL CENTRO DE SALUD,,MASCULINO,50,CAMIONETA PICK UP,CHOQUE,NACIONAL,CARRETERA,URBANA,RESIDENCIAL,TRAMO RECTO,ASFALTADA
