codigo_siniestro,codigo_persona,tipo_persona,gravedad,sexo,edad,vehiculo
A-2023-06-118,P-2023-06-118-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2023-06-118,P-2023-06-118-1-2,PEATÓN,FALLECIDO,MASCULINO,,VEHICULO NO IDENTIFICADO
A-2023-06-119,P-2023-06-119-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2023-06-119,P-2023-06-119-1-2,PEATÓN,FALLECIDO,MASCULINO,,VEHICULO NO IDENTIFICADO
A-2023-06-120,P-2023-06-120-1-1,CONDUCTOR,ILESO,MASCULINO,39,REMOLCADOR-SEMIREMOLQUE
A-2023-06-120,P-2023-06-120-2-1,CONDUCTOR,FALLECIDO,MASCULINO,49,AUTOMÓVIL
A-2023-06-121,P-2023-06-121-1-1,CONDUCTOR,ILESO,MASCULINO,41,MINIBUS
A-2023-06-121,P-2023-06-121-1-2,PASAJERO,FALLECIDO,MASCULINO,18,MINIBUS
A-2023-06-122,P-2023-06-122-1-1,CONDUCTOR,ILESO,MASCULINO,29,AUTOMÓVIL
A-2023-06-122,P-2023-06-122-1-2,PEATÓN,FALLECIDO,MASCULINO,7,AUTOMÓVIL
A-2023-06-122,P-2023-06-122-1-3,PEATÓN,LESIONADO,MASCULINO,6,AUTOMÓVIL
A-2023-06-123,P-2023-06-123-1-1,CONDUCTOR,FALLECIDO,MASCULINO,43,AUTOMÓVIL
A-2023-06-123,P-2023-06-123-1-2,PASAJERO,FALLECIDO,FEMENINO,45,AUTOMÓVIL
A-2023-06-123,P-2023-06-123-1-3,PASAJERO,LESIONADO,FEMENINO,68,AUTOMÓVIL
A-2023-06-123,P-2023-06-123-2-1,CONDUCTOR,ILESO,MASCULINO,50,REMOLCADOR
A-2023-06-124,P-2023-06-124-1-1,CONDUCTOR,ILESO,MASCULINO,48,MINIBUS
A-2023-06-124,P-2023-06-124-1-2,PEATÓN,FALLECIDO,MASCULINO,89,MINIBUS
A-2023-06-125,P-2023-06-125-1-1,CONDUCTOR,FALLECIDO,MASCULINO,23,MOTOCICLETA
A-2023-06-126,P-2023-06-126-1-1,CONDUCTOR,ILESO,MASCULINO,46,AUTOMÓVIL
A-2023-06-126,P-2023-06-126-1-2,PEATÓN,FALLECIDO,FEMENINO,55,AUTOMÓVIL
A-2023-06-127,P-2023-06-127-1-1,CONDUCTOR,ILESO,MASCULINO,38,ÓMNIBUS
A-2023-06-127,P-2023-06-127-2-1,CONDUCTOR,FALLECIDO,FEMENINO,78,AUTOMÓVIL
A-2023-06-127,P-2023-06-127-2-2,PASAJERO,FALLECIDO,FEMENINO,94,AUTOMÓVIL
A-2023-06-128,P-2023-06-128-1-1,CONDUCTOR,ILESO,MASCULINO,41,ÓMNIBUS
A-2023-06-128,P-2023-06-128-1-2,PASAJERO,LESIONADO,MASCULINO,27,ÓMNIBUS
A-2023-06-128,P-2023-06-128-2-1,CONDUCTOR,FALLECIDO,MASCULINO,46,CAMIÓN
A-2023-06-129,P-2023-06-129-1-1,CONDUCTOR,ILESO,MASCULINO,28,AUTOMÓVIL
A-2023-06-129,P-2023-06-129-1-2,PEATÓN,FALLECIDO,FEMENINO,39,AUTOMÓVIL
A-2023-06-131,P-2023-06-131-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,CAMIONETA RURAL
A-2023-06-131,P-2023-06-131-1-2,PEATÓN,FALLECIDO,MASCULINO,33,CAMIONETA RURAL
A-2023-06-132,P-2023-06-132-1-1,CONDUCTOR,FALLECIDO,MASCULINO,29,MOTOCICLETA
A-2023-06-133,P-2023-06-133-1-1,CONDUCTOR,ILESO,MASCULINO,62,AUTOMÓVIL
A-2023-06-133,P-2023-06-133-1-2,PEATÓN,FALLECIDO,MASCULINO,33,AUTOMÓVIL
A-2023-06-134,P-2023-06-134-1-1,CONDUCTOR,ILESO,FEMENINO,30,AUTOMÓVIL
A-2023-06-134,P-2023-06-134-1-2,PEATÓN,FALLECIDO,MASCULINO,37,AUTOMÓVIL
A-2023-06-135,P-2023-06-135-1-1,CONDUCTOR,ILESO,MASCULINO,37,ÓMNIBUS
A-2023-06-135,P-2023-06-135-1-2,PASAJERO,FALLECIDO,MASCULINO,49,ÓMNIBUS
A-2023-06-136,P-2023-06-136-1-1,CONDUCTOR,ILESO,MASCULINO,53,CAMIÓN
A-2023-06-136,P-2023-06-136-2-1,CONDUCTOR,FALLECIDO,MASCULINO,27,MOTOCICLETA
A-2023-06-137,P-2023-06-137-1-1,CONDUCTOR,ILESO,MASCULINO,56,ÓMNIBUS
A-2023-06-137,P-2023-06-137-1-2,PEATÓN,FALLECIDO,FEMENINO,45,ÓMNIBUS
A-2023-06-138,P-2023-06-138-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2023-06-138,P-2023-06-138-1-2,PEATÓN,FALLECIDO,MASCULINO,,VEHICULO NO IDENTIFICADO
A-2023-06-139,P-2023-06-139-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2023-06-139,P-2023-06-139-1-2,PEATÓN,FALLECIDO,MASCULINO,24,VEHICULO NO IDENTIFICADO
A-2023-06-140,P-2023-06-140-1-1,CONDUCTOR,ILESO,MASCULINO,42,AUTOMÓVIL
A-2023-06-140,P-2023-06-140-1-2,PEATÓN,FALLECIDO,FEMENINO,42,AUTOMÓVIL
A-2023-06-141,P-2023-06-141-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2023-06-141,P-2023-06-141-1-2,PEATÓN,FALLECIDO,MASCULINO,21,VEHICULO NO IDENTIFICADO
A-2023-06-142,P-2023-06-142-1-1,CONDUCTOR,ILESO,MASCULINO,48,AUTOMÓVIL
A-2023-06-142,P-2023-06-142-2-1,CONDUCTOR,FALLECIDO,MASCULINO,28,MOTOCICLETA
A-2023-06-143,P-2023-06-143-1-1,CONDUCTOR,FALLECIDO,MASCULINO,55,TRIMOTO PASAJERO
A-2023-06-143,P-2023-06-143-1-2,PASAJERO,LESIONADO,FEMENINO,32,TRIMOTO PASAJERO
A-2023-06-144,P-2023-06-144-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2023-06-144,P-2023-06-144-1-2,PEATÓN,FALLECIDO,MASCULINO,,VEHICULO NO IDENTIFICADO
A-2023-06-145,P-2023-06-145-1-1,CONDUCTOR,ILESO,MASCULINO,26,TRIMOTO PASAJERO
A-2023-06-145,P-2023-06-145-1-2,PASAJERO,FALLECIDO,FEMENINO,26,TRIMOTO PASAJERO
A-2023-06-145,P-2023-06-145-1-3,PASAJERO,LESIONADO,FEMENINO,24,TRIMOTO PASAJERO
A-2023-06-146,P-2023-06-146-1-1,CONDUCTOR,ILESO,MASCULINO,26,STATION WAGON
A-2023-06-146,P-2023-06-146-1-2,PEATÓN,FALLECIDO,MASCULINO,42,STATION WAGON
A-2023-06-148,P-2023-06-148-1-1,CONDUCTOR,ILESO,MASCULINO,41,CAMIÓN
A-2023-06-148,P-2023-06-148-2-1,CONDUCTOR,FALLECIDO,MASCULINO,32,MOTOCICLETA
A-2023-06-149,P-2023-06-149-1-1,CONDUCTOR,ILESO,MASCULINO,31,REMOLCADOR-SEMIREMOLQUE
A-2023-06-149,P-2023-06-149-1-2,PEATÓN,FALLECIDO,MASCULINO,78,REMOLCADOR-SEMIREMOLQUE
A-2023-06-150,P-2023-06-150-1-1,CONDUCTOR,ILESO,MASCULINO,44,AUTOMÓVIL
A-2023-06-150,P-2023-06-150-2-1,CONDUCTOR,FALLECIDO,MASCULINO,73,TRIMOTO PASAJERO
A-2023-06-151,P-2023-06-151-1-1,CONDUCTOR,FALLECIDO,MASCULINO,24,AUTOMÓVIL
A-2023-06-151,P-2023-06-151-1-2,PASAJERO,LESIONADO,MASCULINO,47,AUTOMÓVIL
A-2023-06-151,P-2023-06-151-2-1,CONDUCTOR,ILESO,MASCULINO,43,ÓMNIBUS
A-2023-06-152,P-2023-06-152-1-1,CONDUCTOR,FALLECIDO,MASCULINO,71,TRIMOTO PASAJERO
A-2023-06-153,P-2023-06-153-1-1,CONDUCTOR,ILESO,MASCULINO,33,MOTOCICLETA
A-2023-06-153,P-2023-06-153-1-2,PEATÓN,FALLECIDO,MASCULINO,50,MOTOCICLETA
A-2023-06-154,P-2023-06-154-1-1,CONDUCTOR,ILESO,MASCULINO,23,MOTOCICLETA
A-2023-06-154,P-2023-06-154-1-2,PEATÓN,FALLECIDO,MASCULINO,45,MOTOCICLETA
A-2023-06-172,P-2023-06-172-1-1,CONDUCTOR,FALLECIDO,MASCULINO,,AUTOMÓVIL
A-2023-06-189,P-2023-06-189-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2023-06-189,P-2023-06-189-1-2,PEATÓN,FALLECIDO,MASCULINO,86,VEHICULO NO IDENTIFICADO
A-2023-06-190,P-2023-06-190-1-1,CONDUCTOR,ILESO,MASCULINO,28,MOTOCICLETA
A-2023-06-190,P-2023-06-190-1-2,PEATÓN,FALLECIDO,FEMENINO,53,MOTOCICLETA
A-2023-06-195,P-2023-06-195-1-1,CONDUCTOR,FALLECIDO,MASCULINO,58,AUTOMÓVIL
A-2023-06-84,P-2023-06-84-1-1,CONDUCTOR,ILESO,MASCULINO,,AUTOMÓVIL
A-2023-06-84,P-2023-06-84-2-1,CONDUCTOR,ILESO,FEMENINO,46,AUTOMÓVIL
A-2023-06-84,P-2023-06-84-2-2,PEATÓN,FALLECIDO,FEMENINO,48,AUTOMÓVIL
A-2023-06-85,P-2023-06-85-1-1,CONDUCTOR,ILESO,MASCULINO,34,AUTOMÓVIL
A-2023-06-85,P-2023-06-85-1-2,PEATÓN,FALLECIDO,FEMENINO,71,AUTOMÓVIL
A-2023-06-85,P-2023-06-85-2-1,CONDUCTOR,ILESO,MASCULINO,30,AUTOMÓVIL
A-2023-06-86,P-2023-06-86-1-1,CONDUCTOR,ILESO,MASCULINO,44,REMOLCADOR-SEMIREMOLQUE
A-2023-06-86,P-2023-06-86-1-2,PEATÓN,FALLECIDO,MASCULINO,46,REMOLCADOR-SEMIREMOLQUE
A-2023-06-92,P-2023-06-92-1-1,CONDUCTOR,ILESO,MASCULINO,44,REMOLCADOR-SEMIREMOLQUE
A-2023-06-92,P-2023-06-92-2-1,CONDUCTOR,FALLECIDO,MASCULINO,38,MOTOCICLETA
A-2023-07-123,P-2023-07-123-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2023-07-123,P-2023-07-123-1-2,PEATÓN,FALLECIDO,MASCULINO,39,VEHICULO NO IDENTIFICADO
A-2023-07-124,P-2023-07-124-1-1,CONDUCTOR,ILESO,MASCULINO,54,AUTOMÓVIL
A-2023-07-124,P-2023-07-124-1-2,PEATÓN,FALLECIDO,FEMENINO,85,AUTOMÓVIL
A-2023-07-125,P-2023-07-125-1-1,CONDUCTOR,FALLECIDO,MASCULINO,28,MOTOCICLETA
A-2023-07-126,P-2023-07-126-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2023-07-126,P-2023-07-126-1-2,PEATÓN,FALLECIDO,MASCULINO,,VEHICULO NO IDENTIFICADO
A-2023-07-127,P-2023-07-127-1-1,CONDUCTOR,ILESO,MASCULINO,34,AUTOMÓVIL
A-2023-07-127,P-2023-07-127-1-2,PEATÓN,FALLECIDO,MASCULINO,47,AUTOMÓVIL
A-2023-07-128,P-2023-07-128-1-1,CONDUCTOR,ILESO,FEMENINO,47,AUTOMÓVIL
A-2023-07-128,P-2023-07-128-1-2,PEATÓN,FALLECIDO,MASCULINO,76,AUTOMÓVIL
A-2023-07-129,P-2023-07-129-1-1,CONDUCTOR,ILESO,MASCULINO,53,CAMIÓN
A-2023-07-129,P-2023-07-129-1-2,PEATÓN,FALLECIDO,MASCULINO,,CAMIÓN
A-2023-07-130,P-2023-07-130-1-1,CONDUCTOR,ILESO,MASCULINO,35,ÓMNIBUS
A-2023-07-130,P-2023-07-130-1-2,PEATÓN,FALLECIDO,MASCULINO,67,ÓMNIBUS
A-2023-07-131,P-2023-07-131-1-1,CONDUCTOR,ILESO,MASCULINO,22,MOTOCICLETA
A-2023-07-131,P-2023-07-131-1-2,PEATÓN,FALLECIDO,MASCULINO,74,MOTOCICLETA
A-2023-07-131,P-2023-07-131-1-3,PEATÓN,LESIONADO,FEMENINO,69,MOTOCICLETA
A-2023-07-132,P-2023-07-132-1-1,CONDUCTOR,FALLECIDO,MASCULINO,29,MOTOCICLETA
A-2023-07-133,P-2023-07-133-1-1,CONDUCTOR,ILESO,MASCULINO,48,STATION WAGON
A-2023-07-133,P-2023-07-133-1-2,PEATÓN,FALLECIDO,MASCULINO,61,STATION WAGON
A-2023-07-134,P-2023-07-134-1-1,CONDUCTOR,LESIONADO,MASCULINO,37,MINIBUS
A-2023-07-134,P-2023-07-134-1-10,PASAJERO,LESIONADO,FEMENINO,21,MINIBUS
A-2023-07-134,P-2023-07-134-1-11,PASAJERO,LESIONADO,FEMENINO,37,MINIBUS
A-2023-07-134,P-2023-07-134-1-12,PASAJERO,LESIONADO,MASCULINO,21,MINIBUS
A-2023-07-134,P-2023-07-134-1-13,PASAJERO,LESIONADO,MASCULINO,23,MINIBUS
A-2023-07-134,P-2023-07-134-1-14,PASAJERO,LESIONADO,FEMENINO,56,MINIBUS
A-2023-07-134,P-2023-07-134-1-15,PASAJERO,LESIONADO,MASCULINO,56,MINIBUS
A-2023-07-134,P-2023-07-134-1-16,PASAJERO,LESIONADO,FEMENINO,27,MINIBUS
A-2023-07-134,P-2023-07-134-1-17,PASAJERO,LESIONADO,MASCULINO,46,MINIBUS
A-2023-07-134,P-2023-07-134-1-18,PASAJERO,LESIONADO,MASCULINO,31,MINIBUS
A-2023-07-134,P-2023-07-134-1-19,PASAJERO,LESIONADO,MASCULINO,23,MINIBUS
A-2023-07-134,P-2023-07-134-1-2,PASAJERO,FALLECIDO,FEMENINO,57,MINIBUS
A-2023-07-134,P-2023-07-134-1-20,PASAJERO,LESIONADO,MASCULINO,29,MINIBUS
A-2023-07-134,P-2023-07-134-1-21,PASAJERO,LESIONADO,FEMENINO,21,MINIBUS
A-2023-07-134,P-2023-07-134-1-22,PASAJERO,LESIONADO,MASCULINO,18,MINIBUS
A-2023-07-134,P-2023-07-134-1-23,PASAJERO,LESIONADO,FEMENINO,48,MINIBUS
A-2023-07-134,P-2023-07-134-1-24,PASAJERO,LESIONADO,FEMENINO,55,MINIBUS
A-2023-07-134,P-2023-07-134-1-25,PASAJERO,LESIONADO,FEMENINO,76,MINIBUS
A-2023-07-134,P-2023-07-134-1-26,PASAJERO,LESIONADO,MASCULINO,9,MINIBUS
A-2023-07-134,P-2023-07-134-1-27,PASAJERO,LESIONADO,FEMENINO,2,MINIBUS
A-2023-07-134,P-2023-07-134-1-28,PASAJERO,LESIONADO,MASCULINO,5,MINIBUS
A-2023-07-134,P-2023-07-134-1-29,PASAJERO,LESIONADO,FEMENINO,9,MINIBUS
A-2023-07-134,P-2023-07-134-1-3,PASAJERO,FALLECIDO,FEMENINO,62,MINIBUS
A-2023-07-134,P-2023-07-134-1-30,PASAJERO,LESIONADO,FEMENINO,10,MINIBUS
A-2023-07-134,P-2023-07-134-1-31,PASAJERO,LESIONADO,FEMENINO,5,MINIBUS
A-2023-07-134,P-2023-07-134-1-32,PASAJERO,LESIONADO,MASCULINO,6,MINIBUS
A-2023-07-134,P-2023-07-134-1-33,PASAJERO,LESIONADO,MASCULINO,10,MINIBUS
A-2023-07-134,P-2023-07-134-1-4,PASAJERO,FALLECIDO,FEMENINO,58,MINIBUS
A-2023-07-134,P-2023-07-134-1-5,PASAJERO,FALLECIDO,MASCULINO,61,MINIBUS
A-2023-07-134,P-2023-07-134-1-6,PASAJERO,FALLECIDO,MASCULINO,14,MINIBUS
A-2023-07-134,P-2023-07-134-1-7,PASAJERO,LESIONADO,FEMENINO,70,MINIBUS
A-2023-07-134,P-2023-07-134-1-8,PASAJERO,LESIONADO,FEMENINO,18,MINIBUS
A-2023-07-134,P-2023-07-134-1-9,PASAJERO,LESIONADO,FEMENINO,46,MINIBUS
A-2023-07-135,P-2023-07-135-1-1,CONDUCTOR,LESIONADO,MASCULINO,27,AUTOMÓVIL
A-2023-07-135,P-2023-07-135-1-2,PASAJERO,FALLECIDO,MASCULINO,37,AUTOMÓVIL
A-2023-07-136,P-2023-07-136-1-1,CONDUCTOR,ILESO,MASCULINO,59,AUTOMÓVIL
A-2023-07-136,P-2023-07-136-1-2,PEATÓN,FALLECIDO,MASCULINO,52,AUTOMÓVIL
A-2023-07-137,P-2023-07-137-1-1,CONDUCTOR,FALLECIDO,MASCULINO,44,CAMIÓN
A-2023-07-138,P-2023-07-138-1-1,CONDUCTOR,FALLECIDO,MASCULINO,22,MOTOCICLETA
A-2023-07-138,P-2023-07-138-2-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2023-07-139,P-2023-07-139-1-1,CONDUCTOR,ILESO,MASCULINO,35,AUTOMÓVIL
A-2023-07-139,P-2023-07-139-1-2,PEATÓN,FALLECIDO,FEMENINO,67,AUTOMÓVIL
A-2023-07-140,P-2023-07-140-1-1,CONDUCTOR,ILESO,MASCULINO,46,MINIBUS
A-2023-07-140,P-2023-07-140-2-1,CONDUCTOR,FALLECIDO,MASCULINO,28,MOTOCICLETA
A-2023-07-141,P-2023-07-141-1-1,CONDUCTOR,ILESO,MASCULINO,47,AUTOMÓVIL
A-2023-07-141,P-2023-07-141-2-1,CONDUCTOR,FALLECIDO,MASCULINO,33,MOTOCICLETA
A-2023-07-142,P-2023-07-142-1-1,CONDUCTOR,ILESO,MASCULINO,40,MINIBUS
A-2023-07-142,P-2023-07-142-1-2,PEATÓN,FALLECIDO,MASCULINO,76,MINIBUS
A-2023-07-143,P-2023-07-143-1-1,CONDUCTOR,FALLECIDO,MASCULINO,40,MOTOCICLETA
A-2023-07-143,P-2023-07-143-2-1,CONDUCTOR,ILESO,MASCULINO,43,CAMIÓN
A-2023-07-144,P-2023-07-144-1-1,CONDUCTOR,ILESO,MASCULINO,30,CAMIONETA RURAL
A-2023-07-144,P-2023-07-144-1-2,PEATÓN,FALLECIDO,FEMENINO,19,CAMIONETA RURAL
A-2023-07-145,P-2023-07-145-1-1,CONDUCTOR,ILESO,MASCULINO,39,MOTOCICLETA
A-2023-07-145,P-2023-07-145-1-2,PEATÓN,FALLECIDO,MASCULINO,58,MOTOCICLETA
A-2023-07-146,P-2023-07-146-1-1,CONDUCTOR,NO SE CONOCE,NO INDICA,,AUTOMÓVIL
A-2023-07-146,P-2023-07-146-2-1,CONDUCTOR,FALLECIDO,MASCULINO,46,MOTOCICLETA
A-2023-07-147,P-2023-07-147-1-1,CONDUCTOR,ILESO,MASCULINO,30,AUTOMÓVIL
A-2023-07-147,P-2023-07-147-1-2,PEATÓN,FALLECIDO,MASCULINO,,AUTOMÓVIL
A-2023-07-148,P-2023-07-148-1-1,CONDUCTOR,ILESO,MASCULINO,29,MOTOCICLETA
A-2023-07-148,P-2023-07-148-1-2,PASAJERO,FALLECIDO,MASCULINO,4,MOTOCICLETA
A-2023-07-149,P-2023-07-149-1-1,CONDUCTOR,ILESO,MASCULINO,71,CAMIÓN
A-2023-07-149,P-2023-07-149-1-2,PEATÓN,FALLECIDO,FEMENINO,33,CAMIÓN
A-2023-07-150,P-2023-07-150-1-1,CONDUCTOR,ILESO,MASCULINO,35,ÓMNIBUS
A-2023-07-150,P-2023-07-150-1-2,PASAJERO,FALLECIDO,MASCULINO,24,ÓMNIBUS
A-2023-07-150,P-2023-07-150-2-1,CONDUCTOR,ILESO,MASCULINO,34,ÓMNIBUS
A-2023-07-151,P-2023-07-151-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2023-07-151,P-2023-07-151-1-2,PEATÓN,FALLECIDO,FEMENINO,86,VEHICULO NO IDENTIFICADO
A-2023-07-152,P-2023-07-152-1-1,CONDUCTOR,FALLECIDO,MASCULINO,57,MOTOCICLETA
A-2023-07-153,P-2023-07-153-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2023-07-153,P-2023-07-153-1-2,PEATÓN,FALLECIDO,FEMENINO,66,VEHICULO NO IDENTIFICADO
A-2023-07-154,P-2023-07-154-1-1,CONDUCTOR,FALLECIDO,MASCULINO,38,MOTOCICLETA
A-2023-07-154,P-2023-07-154-2-1,CONDUCTOR,FALLECIDO,MASCULINO,30,TRIMOTO PASAJERO
A-2023-07-90,P-2023-07-90-1-1,CONDUCTOR,ILESO,MASCULINO,30,MOTOCICLETA
A-2023-07-90,P-2023-07-90-1-2,PASAJERO,FALLECIDO,MASCULINO,24,MOTOCICLETA
A-2023-07-90,P-2023-07-90-2-1,CONDUCTOR,ILESO,MASCULINO,48,AUTOMÓVIL
A-2023-08-100,P-2023-08-100-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2023-08-100,P-2023-08-100-1-2,PEATÓN,FALLECIDO,FEMENINO,78,VEHICULO NO IDENTIFICADO
A-2023-08-101,P-2023-08-101-1-1,CONDUCTOR,ILESO,MASCULINO,20,MOTOCICLETA
A-2023-08-101,P-2023-08-101-1-2,PEATÓN,FALLECIDO,MASCULINO,81,MOTOCICLETA
A-2023-08-102,P-2023-08-102-1-1,CONDUCTOR,FALLECIDO,MASCULINO,24,MOTOCICLETA
A-2023-08-102,P-2023-08-102-2-1,CONDUCTOR,ILESO,MASCULINO,53,ÓMNIBUS
A-2023-08-103,P-2023-08-103-1-1,CONDUCTOR,LESIONADO,MASCULINO,25,MOTOCICLETA
A-2023-08-103,P-2023-08-103-1-2,PEATÓN,FALLECIDO,FEMENINO,36,MOTOCICLETA
A-2023-08-104,P-2023-08-104-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,AUTOMÓVIL
A-2023-08-104,P-2023-08-104-1-2,PEATÓN,FALLECIDO,MASCULINO,31,AUTOMÓVIL
A-2023-08-105,P-2023-08-105-1-1,CONDUCTOR,ILESO,MASCULINO,55,CAMIÓN
A-2023-08-105,P-2023-08-105-1-2,PEATÓN,FALLECIDO,FEMENINO,56,CAMIÓN
A-2023-08-106,P-2023-08-106-1-1,CONDUCTOR,ILESO,MASCULINO,27,TRIMOTO PASAJERO
A-2023-08-106,P-2023-08-106-1-2,PASAJERO,LESIONADO,MASCULINO,41,TRIMOTO PASAJERO
A-2023-08-106,P-2023-08-106-1-3,PASAJERO,FALLECIDO,MASCULINO,,TRIMOTO PASAJERO
A-2023-08-106,P-2023-08-106-1-4,PASAJERO,LESIONADO,FEMENINO,30,TRIMOTO PASAJERO
A-2023-08-106,P-2023-08-106-1-5,PASAJERO,LESIONADO,FEMENINO,27,TRIMOTO PASAJERO
A-2023-08-106,P-2023-08-106-2-1,CONDUCTOR,ILESO,MASCULINO,32,AUTOMÓVIL
A-2023-08-107,P-2023-08-107-1-1,CONDUCTOR,FALLECIDO,MASCULINO,55,AUTOMÓVIL
A-2023-08-107,P-2023-08-107-1-2,PASAJERO,LESIONADO,MASCULINO,55,AUTOMÓVIL
A-2023-08-107,P-2023-08-107-1-3,PASAJERO,LESIONADO,FEMENINO,54,AUTOMÓVIL
A-2023-08-107,P-2023-08-107-1-4,PASAJERO,LESIONADO,MASCULINO,39,AUTOMÓVIL
A-2023-08-107,P-2023-08-107-1-5,PASAJERO,LESIONADO,FEMENINO,4,AUTOMÓVIL
A-2023-08-107,P-2023-08-107-2-1,CONDUCTOR,ILESO,MASCULINO,53,AUTOMÓVIL
A-2023-08-108,P-2023-08-108-1-1,CONDUCTOR,ILESO,MASCULINO,42,TRIMOTO PASAJERO
A-2023-08-108,P-2023-08-108-1-2,PASAJERO,FALLECIDO,FEMENINO,35,TRIMOTO PASAJERO
A-2023-08-108,P-2023-08-108-1-3,PASAJERO,LESIONADO,FEMENINO,9,TRIMOTO PASAJERO
A-2023-08-108,P-2023-08-108-1-4,PASAJERO,LESIONADO,MASCULINO,3,TRIMOTO PASAJERO
A-2023-08-108,P-2023-08-108-1-5,PASAJERO,LESIONADO,FEMENINO,28,TRIMOTO PASAJERO
A-2023-08-109,P-2023-08-109-1-1,CONDUCTOR,ILESO,MASCULINO,26,AUTOMÓVIL
A-2023-08-109,P-2023-08-109-1-2,PEATÓN,FALLECIDO,MASCULINO,42,AUTOMÓVIL
A-2023-08-110,P-2023-08-110-1-1,CONDUCTOR,ILESO,MASCULINO,31,AUTOMÓVIL
A-2023-08-110,P-2023-08-110-1-2,PEATÓN,FALLECIDO,MASCULINO,80,AUTOMÓVIL
A-2023-08-111,P-2023-08-111-1-1,CONDUCTOR,ILESO,MASCULINO,31,AUTOMÓVIL
A-2023-08-111,P-2023-08-111-1-2,PEATÓN,FALLECIDO,MASCULINO,50,AUTOMÓVIL
A-2023-08-112,P-2023-08-112-1-1,CONDUCTOR,FALLECIDO,MASCULINO,59,AUTOMÓVIL
A-2023-08-112,P-2023-08-112-1-2,PASAJERO,LESIONADO,MASCULINO,59,AUTOMÓVIL
A-2023-08-112,P-2023-08-112-2-1,CONDUCTOR,ILESO,MASCULINO,31,MINIBUS
A-2023-08-113,P-2023-08-113-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2023-08-113,P-2023-08-113-1-2,PEATÓN,FALLECIDO,MASCULINO,,VEHICULO NO IDENTIFICADO
A-2023-08-114,P-2023-08-114-1-1,CONDUCTOR,ILESO,MASCULINO,25,MOTOCICLETA
A-2023-08-114,P-2023-08-114-1-2,PEATÓN,FALLECIDO,MASCULINO,70,MOTOCICLETA
A-2023-08-115,P-2023-08-115-1-1,CONDUCTOR,LESIONADO,MASCULINO,28,MOTOCICLETA
A-2023-08-115,P-2023-08-115-1-2,PEATÓN,FALLECIDO,MASCULINO,,MOTOCICLETA
A-2023-08-115,P-2023-08-115-1-3,PEATÓN,FALLECIDO,MASCULINO,,MOTOCICLETA
A-2023-08-116,P-2023-08-116-1-1,CONDUCTOR FUGADO,NO SE CONOCE,NO INDICA,,VEHICULO NO IDENTIFICADO
A-2023-08-116,P-2023-08-116-1-2,PEATÓN,FALLECIDO,MASCULINO,75,VEHICULO NO IDENTIFICADO
A-2023-08-117,P-2023-08-117-1-1,CONDUCTOR,ILESO,MASCULINO,47,AUTOMÓVIL
A-2023-08-117,P-2023-08-117-1-2,PASAJERO,FALLECIDO,MASCULINO,7,AUTOMÓVIL
A-2023-08-117,P-2023-08-117-1-3,PASAJERO,LESIONADO,FEMENINO,59,AUTOMÓVIL
A-2023-08-118,P-2023-08-118-1-1,CONDUCTOR,ILESO,MASCULINO,52,CAMIÓN
A-2023-08-118,P-2023-08-118-1-2,PEATÓN,FALLECIDO,MASCULINO,2,CAMIÓN
A-2023-08-151,P-2023-08-151-1-1,CONDUCTOR,ILESO,MASCULINO,36,REMOLCADOR
A-2023-08-151,P-2023-08-151-1-2,PEATÓN,FALLECIDO,MASCULINO,48,REMOLCADOR
A-2023-08-152,P-2023-08-152-1-1,CONDUCTOR,ILESO,MASCULINO,52,AUTOMÓVIL
A-2023-08-152,P-2023-08-152-1-2,PEATÓN,FALLECIDO,FEMENINO,61,AUTOMÓVIL
