"codigo_osinerg","razon_social","actividad","departamento","provincia","distrito","direccion","fecha_reporte"
"104038","KILMA ALIDA CANDIA VARGAS","ESTACIÓN DE SERVICIOS / GRIFOS","MADRE DE DIOS","MANU","HUEPETUHE","CALLE PRINCIPAL MZ. A LT. 06 - NUEVA EXPANSION URBANA PARTE ALTA","2026-08-04"
"104098","MULTISERVIS ALFA & JD S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","MADRE DE DIOS","MANU","HUEPETUHE","AV. PRINCIPAL INDEPENDENCIA MZ 204 LTS 01-06 PARTE ALTA HUEPETUHE","2026-08-08"
"104151","ROJAS ALVAREZ JUSTINA","ESTACIÓN DE SERVICIOS / GRIFOS","MADRE DE DIOS","TAHUAMANU","IBERIA","AA.HH LAS PALMERAS MZ. A LOTE 06 CARRETERA INTEROCEANICA- IBERIA","2026-08-02"
"104194","TULA CABRERA MENDOZA","ESTACIÓN DE SERVICIOS / GRIFOS","MADRE DE DIOS","MANU","HUEPETUHE","MZ. M LT. 1 CENTRO POBLADO MENOR CAYCHIHUE ALTO Y QUEBRADA NUEVA-SECTOR NUEVA","2026-08-06"
"104256","INVERSIONES MYE SAC","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","LURIGANCHO","AV. LAS TORRES MZ. D LOTE 14, URB. ALAMEDA DE HUACHIPA","2026-08-08"
"104300","ESTACION DE SERVICIOS SAN ANTONIO SAC","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","BARRANCA","PARAMONGA","CARRETERA PATIVILCA-CRUZ KM. 12.5 CENTRO POBLADO SAN JUAN DE TUNAN","2026-08-08"
"104307","SERVICENTRO PERICO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA","ESTACIÓN DE SERVICIOS / GRIFOS","MADRE DE DIOS","MANU","HUEPETUHE","CALLE PRINCIPAL MZ. D LOTE 05 NUEVA EXPANSION URBANA PARTE ALTA","2026-08-05"
"104348","ESTACION DE SERVICIOS SANTA ANGELA SAC","ESTACIÓN DE SERVICIOS / GRIFOS","LAMBAYEQUE","CHICLAYO","JOSE LEONARDO ORTIZ","AV. VENEZUELA Y AV. LA DESPENSA MZ. N LOTE 08 - SALAMANCA","2026-08-07"
"104352","TECNOLOGIA Y SERVICIOS GENERALES EMANUEL EIRL","ESTACIÓN DE SERVICIOS / GRIFOS","PIURA","MORROPON","BUENOS AIRES","AV. PERU N° 120 CENTRO POBLADO CARRASQUILLO","2026-08-04"
"104354","GRUPO H SAN JUAN S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","ANCASH","SANTA","CHIMBOTE","AV. VICTOR RAUL HAYA DE LA TORRE 3701 - AAHH SAN JUAN","2026-08-08"
"104367","EMPRESA DE TRANSPORTES SERVICIOS Y COMERCIALIZACION REYDA EIRL","ESTACIÓN DE SERVICIOS / GRIFOS","LIMA","LIMA","SAN JUAN DE MIRAFLORES","LOTE 2B, LA RINCONADA PAMPLONA ALTA","2026-08-08"
"104389","SERVICENTRO RAMIREZ SAC","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LA LIBERTAD","TRUJILLO","MOCHE","CARRETERA PANAMERICANA NORTE PREDIO EL TANQUE LOTE A SECTOR EL TANQUE","2026-08-09"
"104405","ESTACION DE SERVICIOS DON ROMULO SA","ESTACIÓN DE SERVICIOS / GRIFOS","PIURA","MORROPON","LA MATANZA","LOTE N° 01 MZ. 14 ENTRE AV. 28 DE JULIO Y CALLE CHULUCANAS","2026-08-08"
"104438","ESTACIONES DE SERVICIO AGUILAR E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","PIURA","HUANCABAMBA","HUARMACA","AV. CUCHUPAMPA S/N-CARRETERA HUARMACA A HUALAPAMPA-CASERIO CUCHUPAMPA","2026-08-02"
"104454","INVERSIONES EN HIDROCARBUROS JC E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","CUSCO","SAN JERONIMO","PREDIO RUSTICO PARUSTTACCA, ESQUINA DE LA VIA EXPRESA CON LA CALLE PEROL PUGIO","2026-08-08"
"104494","DELTA ATE E.I.R.L.","EE.SS con GLP y GNV","LIMA","LIMA","ATE","AV. NICOLAS AYLLON Nº 3620, CARRETERA CENTRAL ESQUINA CON AV. ATE","2026-08-08"
"104536","ESTACION DE SERVICIOS SHATU BARRIOS","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","JUNIN","CHUPACA","CHUPACA","INTERSECCION DEL JR. MARIA MIRANDA Y JR. SANTOS BRAVO","2026-08-08"
"104608","GRIFO DON FELIPE","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","AREQUIPA","AREQUIPA","JOSE LUIS BUSTAMANTE Y RIVERO","PROLONGACIÓN AV. DOLORES N° 109","2026-08-09"
"104635","SERVICENTRO MELSA E.I.R.LTDA.","ESTACIÓN DE SERVICIOS / GRIFOS","TACNA","TACNA","TACNA","OVALO CUSCO AV. JORGE BASADRE G. SUR - AV. TARAPACA (ANTES AV. COLLPA)","2026-08-07"
"104692","COMBUSTIBLES & SERVICIOS SEÑOR CAUTIVO E.I.R.L.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","PIURA","MORROPON","MORROPON","CALLE BUENOS AIRES MZ 10 LOTE 8 Y 9","2026-08-04"
"104715","JAMED E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","QUISPICANCHI","LUCRE","CARRETERA CUSCO-SAN SALVADOR, PREDIO HUAMBUTIO","2026-08-09"
"104719","ESTACION DE SERVICIOS ICA","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","ICA","ICA","ICA","AV. LOS MAESTROS ESQUINA CON AV. MANUEL SANTANA CHIRI","2026-08-08"
"104834","COMERCIAL IMPORTADORA MADRE SELVA S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LORETO","MAYNAS","PUNCHANA","AV. LA MARINA Nº 1996","2026-08-08"
"104839","CANO EGOAVIL LISETH ESTEFANI","ESTACIÓN DE SERVICIOS / GRIFOS","JUNIN","SATIPO","RIO NEGRO","CARRETERA MARGINAL LA MERCED - SATIPO KM 101","2026-08-09"
"104841","GRUPO APCHA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","HUANCANE","COJATA","AV. PANAMERICANA ESQ. JIRÓN LIMA S/N UPV. VILLA COMBUCO","2026-08-05"
"104935","GRIFO EL TIBURON 555 E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","PASCO","DANIEL ALCIDES CARRION","YANAHUANCA","CARRETERA RACRI - YANAHUANCA KM. 217","2026-08-05"
"104950","MAYRA ALEJANDRINA BERNILLA NEIRA","ESTACIÓN DE SERVICIOS / GRIFOS","LAMBAYEQUE","LAMBAYEQUE","MOTUPE","PROLONGACION PROGRESO CON CALLE UDIMA - AA.HH. SANTA ROSA","2026-07-29"
"104953","COESTI SA","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","VILLA MARIA DEL TRIUNFO","AV. LIMA N° 2000, P.J. VILLA POETA JOSE GALVEZ PARCELA B MZ. 159, LOTE 4","2026-08-08"
"104988","GRIFO VALLE HERMOSO","ESTACIÓN DE SERVICIOS / GRIFOS","CAJAMARCA","CAJAMARCA","CAJAMARCA","AV. VÍA DE EVITAMIENTO SUR N° 2810 SECTOR 12 SAN MARTÍN BARRIO SAN MARTÍN DE PORRES","2026-08-07"
"105008","GRUPO ESPINOZA COMPANY E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","AYACUCHO","LA MAR","SANTA ROSA","AV. PALMAPAMPA MZ. A LOTES 4, 5 Y 6 (ANTES CALLE 2)","2026-08-04"
"105016","EMPRESA GARATE PAREDES S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","SAN MARTIN","MOYOBAMBA","SORITOR","JR. RAMON CASTILLA N° 1589","2026-08-08"
"105023","SERVICENTRO PALMA S.A.","ESTACIÓN DE SERVICIOS / GRIFOS","UCAYALI","CORONEL PORTILLO","CAMPOVERDE","CARRETERA FEDERICO BASADRE KM 58.5 (LOCAL COCEPU)","2026-08-08"
"105045","MAMANI APAZA HERNAN","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","SAN ROMAN","JULIACA","CARRETERA JULIACA - HUANCANE KM. 8 + 800","2026-08-06"
"105054","GRIFO CONTINENTAL S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LA LIBERTAD","PACASMAYO","GUADALUPE","CARRETERA CIUDAD DE DIOS-CAJAMARCA KM. 5 VALLE JEQUETEPEQUE PREDIO LIMONCARRO SECTOR TAMARINDO","2026-08-08"
"105056","ESTACION DE SERVICIOS MI CARIÑITO E.I.R.L.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","SAN MARTIN","RIOJA","NUEVA CAJAMARCA","CARRETERA FERNANDO BELAUNDE TERRY KM 441 CASERIO LA ESPERANZA","2026-08-07"
"105057","SERVICENTRO PUERTO INCA S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","HUANUCO","PUERTO INCA","PUERTO INCA","CARRETERA FERNANDO BELAUNDE TERRY S/N Y JR JOSE SAN MARTIN MZ C LT '1,2,3,4'- CC.PP PUERTO SUNGARO","2026-08-09"
"105058","ESTACIÓN DE SERVICIO  M & P  E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","MADRE DE DIOS","MANU","HUEPETUHE","CALLE PRINCIPAL MZ. D L0TE 03","2026-08-08"
"105094","CORPORACION CHALAN DEL SUR S.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","MADRE DE DIOS","MANU","HUEPETUHE","CALLE PRINCIPAL MZ. A LOTE O1 NUEVA EXPANSION URBANA - PARTE ALTA","2026-08-08"
"105095","SERVICENTRO PETRO GAS NUEVA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - SERVICENTRO PETRO GAS","ESTACIÓN DE SERVICIOS / GRIFOS","MADRE DE DIOS","MANU","HUEPETUHE","AV. INDEPENDENCIA S/N. POBLADO DE NUEVA","2026-08-08"
"105171","COMERCIAL MEXICO E IMPORTACIONES EIRL","ESTACIÓN DE SERVICIOS / GRIFOS","LAMBAYEQUE","CHICLAYO","JOSE LEONARDO ORTIZ","CALLE HUASCAR N° 898 INTERCCION CON LA AV. MEXICO","2026-08-08"
"105207","ESTACION DE SERVICIOS SANTO TOMAS DE LIMA S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","PIURA","PIURA","PIURA","ZONA INDUSTRIAL MZ. 216 LOTE 03","2026-08-08"
"105222","ESTACION DE SERVICIOS GRIFO DHIRMA","ESTACIÓN DE SERVICIOS / GRIFOS","UCAYALI","PADRE ABAD","HUIPOCA","PREDIO JUAN BOSCO SECTOR DE HUIPOCA ALTURA DEL KM 149 DE LA CARRETERA FEDERICO BASADRE","2026-08-09"
"105234","ESTACION DE SERVICIOS GRIFO CAMPÍÑA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","AZANGARO","ASILLO","CARRETERA ASILLO - MACUSANI KM 75+500 C.P. TURUPAMPA LA ESTRELLA","2026-08-05"
"105268","TRANSPETROL J.R. S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LAMBAYEQUE","CHICLAYO","LAGUNAS","CARRETERA PANAMERICANA SUR KM. 748 + 250, MZ. A1 LOTE 02 Y 03 CENTRO POBLADO MENOR NUEVO MOCUPE","2026-08-07"
"105288","COESTI S.A. EESS ULTRACOM PACASMAYO","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LA LIBERTAD","PACASMAYO","PACASMAYO","AV. ENRIQUE VALENZUELA ESQUINA CON JR. LAS MAQUINARIAS S/N","2026-08-08"
"105319","ESTACION DE SERVICIOS DAVID NR S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","ANCASH","SANTA","NUEVO CHIMBOTE","AV. LA PAZ MZ. Ñ LOTES 11 Y 12 AA.HH. LOS ANGELES","2026-08-08"
"105325","GRUPO RENOR S.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","LAMBAYEQUE","CHICLAYO","JOSE LEONARDO ORTIZ","AV. LAMBAYEQUE NRO. 1100  C.P. SANTA ANA","2026-08-07"
"105330","SERVICENTRO LA PAMPILLA S.R.L","ESTACIÓN DE SERVICIOS / GRIFOS","MADRE DE DIOS","TAMBOPATA","INAMBARI","CARRETERA DE PUERTO MALDONADO - CUSCO KM. 106","2026-08-08"
"105356","MULTISERVIS LAS LOMAS E.I.R.L","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","PROV. CONST. DEL CALLAO","PROV. CONST. DEL CALLAO","VENTANILLA","AV. 200 ESQUINA CON CALLE S/N, MZ. A, LOTE 21 - PARQUE INDUSTRIAL PACHACUTEC","2026-08-08"
"105467","GRIFO SERVICENTRO AREQUIPA E.I.R.L","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","LAMPA","CALAPUJA","CARRETERA JULIACA - CUSCO KM. 17.000, PARCIALIDAD SARA","2026-08-07"
"105470","GRIFO DIANA & JESUS S.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","LORETO","DATEM DEL MARAÑON","BARRANCA","CALLE PUTUMAYO N° 277 ESQUINA CON CALLE AMAZONAS - SAN LORENZO","2026-07-28"
"105491","ALMENDRA LUCERO CAMPANA CAMPANA","ESTACIÓN DE SERVICIOS / GRIFOS","APURIMAC","ABANCAY","CURAHUASI","SECTOR LUCMOS S/N , CARRETERA PANAMERICANA CUSCO-ABANCAY KM 125","2026-08-07"
"105492","ESTACION DE SERVICIOS AYPATE E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","PIURA","AYABACA","AYABACA","AV. CHANURAN S/N","2026-07-25"
"105578","GRIFO SAN ANTONIO E.I.R.LTDA.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LAMBAYEQUE","CHICLAYO","LA VICTORIA","AV LOS INCAS N° 293","2026-08-07"
"105599","MULTISERVICIOS ECOGAS S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","LIMA","LURIGANCHO","AV. CARAPONGO Y CALLE LOS ROBLES, MZ. D, LOTE 1  URB. POPULAR NUEVO HORIZONTE CARAPONGO","2026-08-08"
"105638","ESTACION DE SERVICIO ECO GAS","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","HUANUCO","HUANUCO","PILLCO MARCA","PARCELA 66 DEL PREDIO ANDABAMBA DEL CENTRO POBLADO CORAZON DE JESUS","2026-08-03"
"105642","SERVICIOS GENERALES SANTA BEATRIZ E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","CAJAMARCA","CAJABAMBA","CONDEBAMBA","PARCELA 26223 SECTOR MALCAS","2026-08-07"
"105730","SIRCON ENERGY EIRL","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","PROV. CONST. DEL CALLAO","PROV. CONST. DEL CALLAO","VENTANILLA","AV. NESTOR GAMBETA KM. 6.5","2026-08-09"
"105743","NEGOCIOS EMPRESARIALES DON GONZA S.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","AREQUIPA","CARAVELI","ATICO","AV. AREQUIPA S/N - LA FLORIDA","2026-08-06"
"105818","SERVICENTRO CASBEL S.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","SAN ROMAN","JULIACA","PROLONGACIÓN AV. HEROES DE LA GUERRA DEL PACIFICO S/N KM 2.5 CARRETERA JULIACA-AREQUIPA","2026-08-07"
"105845","ESTACION DE SERVICIOS ELIZABETH - CARHUAZ . CARAZ","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","ANCASH","CARHUAZ","CARHUAZ","CARRETERA HUARAZ  CARAZ KM 610 + 300  SECTOR YANAMARCA","2026-08-08"
"105857","PALACIOS GAMARRA WILBER IGNACIO","ESTACIÓN DE SERVICIOS / GRIFOS","JUNIN","SATIPO","MAZAMARI","AV. DEL PANGOA N° 395- MZ. 22, LOTES 9 Y 10","2026-08-07"
"105874","PM GRIFO KUNURANA","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","MELGAR","SANTA ROSA","CARRETERA PANAMERICANA S/N CUSCO - AREQUIPA, URBANIZACIÓN PUEBLO LIBRE.","2026-08-05"
"105882","JUAN DANIEL POMA ALEJANDRO ","ESTACIÓN DE SERVICIOS / GRIFOS","JUNIN","SATIPO","PANGOA","SECTOR MISHICURI CC.NN. SAN RAMON DE PANGOA MZ. 'A' LOTES 1,2,3","2026-07-24"
"105913","GRUPO PURITA CALIDAD E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","UCAYALI","PADRE ABAD","PADRE ABAD","CARRETERA FEDERICO BASADRE KM 178 CENTRO POBLADO EL BOQUERON","2026-08-07"
"105924","RICHARD PEDRO MALPARTIDA DOMINGUEZ","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","HUANUCO","HUANUCO","AMARILIS","CARRETERA HUANUCO TINGO MARIA KM 3.5","2026-08-08"
"105925","ESTACION DE SERVICIOS LAUROS II S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","PIURA","SECHURA","SECHURA","CARRETERA SECHURA PARACHIQUE KM. 4","2026-08-08"
"105948","SERVICENTRO TROYA E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","AMAZONAS","UTCUBAMBA","BAGUA GRANDE","MZ. PV 16 LOTE 09 SECTOR PUEBLO VIEJO - PUEBLO TRADICIONAL CERCADO BAGUA GRANDE","2026-08-07"
"105955","COMPANY HATUN MUSQUY S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","HUANCAVELICA","HUAYTARA","HUAYTARA","VIA LOS LIBERTARDORES KM. 111.50 - ANEXO CHOCORVO","2026-08-07"
"106020","ESTACION DE SERVICIOS FECASA S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","PROV. CONST. DEL CALLAO","PROV. CONST. DEL CALLAO","CALLAO","ESQUINA AV. 200 CON CALLE 32 MZ K, LOTE 1 Y 26, ASENTAMIENTO HUMANO JAIME JOSHIYAMA.","2026-08-08"
"106050","ESTACION DE SERVICIOS CENTENARIO E.I.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","LA LIBERTAD","TRUJILLO","LAREDO","AV. LUIS CONDEMARIN MZ. E LOTE 5 CENTRO POBLADO CENTENARIO II ETAPA","2026-08-05"
"106094","INVERSIONES TACZA CONTRATISTAS GENERALES SOCIEDAD ANONIMA CERRADA","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","JUNIN","SATIPO","RIO NEGRO","CARRETERA MARGINAL SATIPO - MAZAMARI KM 3.0","2026-08-08"
"106160","VICTOR QUISPE CUELA","ESTACIÓN DE SERVICIOS / GRIFOS","MADRE DE DIOS","MANU","MADRE DE DIOS","COMUNIDAD DE PUNKIRI CHICO-CARRETERA PUNKIRI CHICO-BOCA COLORADO KM. 36+700","2026-08-06"
"106185","ORTEGA GUIZADO ALIPIO","ESTACIÓN DE SERVICIOS / GRIFOS","JUNIN","CHANCHAMAYO","PICHANAQUI","CARRETERA MARGINAL S/N CENTRO POBLADO - LA FLORIDA","2026-08-04"
"106255","COORPORACION GASOLINERA MIGUELITO SOCIEDAD ANONIMA CERRADA","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","LA CONVENCION","SANTA ANA","CARRETERA QUILLABAMBA - ECHARATE KM. 2.5 SECTOR CHAQUIMAYO","2026-08-05"
"106321","GRIFOS ROYAL S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","CAJAMARCA","CAJAMARCA","CAJAMARCA","AV. VIA DE EVITAMIENTO SUR N° 2590 BARRIO LA COLMENA BAJA","2026-08-06"
"106327","ESTACION DE SERVICIOS MAVILA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - ESTACION DE SERVICIOS","ESTACIÓN DE SERVICIOS / GRIFOS","MADRE DE DIOS","TAMBOPATA","LAS PIEDRAS","MZ. K-01 LOTE. 01 CENTRO POBLADO MENOR MAVILA","2026-08-09"
"106433","ESTACION DE SERVICIOS CON GASOCENTRO DE GLP SAC","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","AMAZONAS","BONGARA","FLORIDA","CARRETERA FERNANDO BELAUNDE TERRY KM 308+80 ANEXO DE CARRERA","2026-08-07"
"106469","SERVICENTRO LOS DELFINES S.R.L.","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","ESPINAR","ESPINAR","CARRETERA ESPINAR-TINTAYA MARQUIRI KM. 13, HUAYHUARANIC","2026-08-07"
"106474","ZETA GAS ANDINO S.A.","GASOCENTROS DE GLP","JUNIN","TARMA","TARMA","JR. LOS ENRIQUES S/N","2026-07-17"
"106520","ESTACION DE SERVICIOS GOTARI S.A.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","JUNIN","HUANCAYO","EL TAMBO","JR. TRUJILLO N° 180","2026-08-08"
"106546","JL COMBUSTIBLES E.I.R.L.","GRIFOS FLOTANTES","LORETO","LORETO","NAUTA","MARGEN IZQUIERDA DEL RÍO MARAÑÓN, REFERENCIA EN LA LOCALIDAD DE PUERTO ORLANDO","2026-08-05"
"106573","COMBSUR SAC","ESTACIÓN DE SERVICIOS / GRIFOS","ICA","CHINCHA","CHINCHA ALTA","PANAMERICANA SUR KM 196.5 Y CALLE MARISCAL CASTILLA","2026-08-06"
"106606","SATURNINA MAMANI CHINO","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","MELGAR","AYAVIRI","AV. PANAMERICANA SUR S/N ESQUINA CON CALLE 2, AA.HH. NUEVO CÁPAC HANCCO","2026-08-08"
"106657","TRANSPORTES ROCKET SAC","ESTACIÓN DE SERVICIOS / GRIFOS","LA LIBERTAD","TRUJILLO","VICTOR LARCO HERRERA","CALLE N° 07 MZ. E LOTE 20 URB. LOS SAUCES (AV. VIA EVITAMIENTO ESQUINA AV. 2 DE MAYO CON CALLE ODONOVAN)","2026-08-05"
"106767","ESTACION DE SERVICIOS SANTO TOMAS DE LIMA S.A.C.","EE.SS con GLP y GNV","LIMA","LIMA","SAN MIGUEL","AV. VENEZUELA ESQUINA CON AV. RIVA AGUERO","2026-08-08"
"106847","SERVICIOS E INVERSIONES VALLEJOS CUATRO S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","LAMBAYEQUE","LAMBAYEQUE","OLMOS","KM 2 + 100 CARRETERA FERNANDO BELAUNDE TERRY - SECTOR LOS BOLICHES","2026-08-08"
"106964","ESATACION DE SERVICIOS PEDREGAL SUR S.R.L.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","AREQUIPA","CAYLLOMA","MAJES","HABILITACIÓN URBANA LT. 491-A, MZ. G1 LT. 1 Y 2","2026-08-09"
"107025","GRANEL INDUSTRIAL S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LA LIBERTAD","TRUJILLO","TRUJILLO","AV. AMERICA OESTE N° 201 MZ. F LOTE 13 URB. LOS CEDROS","2026-08-08"
"107029","ALEGROUP INVERSIONES E.I.R.L.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LAMBAYEQUE","LAMBAYEQUE","MOTUPE","ANTIGUA PANAMERICANA NORTE KM 59.3 SECTOR 6 A - CERRO LA VIEJA","2026-08-05"
"107059","COMPAÑÍA AZTECA SOCIEDAD DE RESPONSABILIDAD LIMITADA","ESTACIÓN DE SERVICIOS / GRIFOS","HUANCAVELICA","HUANCAVELICA","HUANCAVELICA","AV. EL SOL DE ORO S/N  HUAYLACUCHO","2026-08-06"
"107083","ESTACION DE SERVICIOS RAMIREZ E HIJOS S.A.C.","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LA LIBERTAD","PACASMAYO","GUADALUPE","MZ. L LOTE 1 SECTOR LAS FLORES LIMONCARRO","2026-08-07"
"107114","E.S LAURIAMA PRIMAX","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LIMA","BARRANCA","BARRANCA","JR. LAURIAMA MZ B LOTES 3, 4, 5, 6 Y 7 FUNDO PATILLO","2026-08-09"
"107193","GASOCENTRO ICA S.A.","GASOCENTRO DE GLP CON ESTABLECIMIENTO DE VENTA AL PUBLICO DE GNV","LIMA","LIMA","LA VICTORIA","AV. MEXICO NRO. 295 ESQUINA CON AV. MANCO CAPAC","2026-08-08"
"107226","GRIFOS ESTRELLA DE DAVID EIRL","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","LA LIBERTAD","TRUJILLO","TRUJILLO","ESQUINA AV. AMERICA OESTE CON CALLE 22 MZ. Z - LOTES 5, 6, 7 Y 8 URB. NATASHA ALTA","2026-08-04"
"107271","GRUPO INVERSIONES ANDIA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA","ESTACIÓN DE SERVICIOS / GRIFOS","APURIMAC","ABANCAY","CURAHUASI","CARRETERA PANAMERICANA CUSCO - ABANCAY KM 128 SECTOR ROSASPAMPA COMUNIDAD PISONAYPATA","2026-08-08"
"107272","HECTOR CHANCA CHAMORRO","GRIFOS FLOTANTES","UCAYALI","ATALAYA","RAYMONDI","MARGEN IZQUIERDA DEL RIO TAMBO","2026-08-05"
"107321"," ROSA TEODOSIA MINAYA TORRES ","ESTACIÓN DE SERVICIOS / GRIFOS","ANCASH","BOLOGNESI","COLQUIOC","CARRETERA PATIVILCA  HUARAZ KM. 53","2026-08-07"
"107368","GRIFO GASOIL SOCIEDAD ANONIMA CERRADA- GRIFO GASOIL S.A.C.","ESTACIÓN DE SERVICIOS / GRIFOS","CUSCO","QUISPICANCHI","OROPESA","FRACCION A DEL PREDIO ROSEDAL O RINCONADA, SECTOR CHIMPA PAMPA, CARRETERA CUSCO-URCOS","2026-08-08"
"107380","MARTA IRENE CONDORI  FLORES","ESTACIÓN DE SERVICIOS / GRIFOS","AREQUIPA","CARAVELI","ACARI","AV. ENRIQUE BRILKA S/N MZ. 54 LOTE 5 - PUEBLO NUEVO ACARI","2026-08-07"
"107381","ADMINISTRACION DE GRIFOS LEP S.A.C.","EE.SS con GLP y GNV","LIMA","LIMA","LURIGANCHO","AV. 5 DE AGOSTO CON CALLE LOS ANGELES MZ. A LOTES 1, 2 Y 23 DEL PROGRAMA DE VIVIENDA Y COMERCIO SAN VALENTIN DE HUACHIPA","2026-08-08"
"107394","GRUPO FIDEL","ESTACIÓN DE SERVICIO CON GASOCENTRO DE GLP","JUNIN","SATIPO","PANGOA","AV. PANGOA LOTES 1-5, 14-15 Y 18 MZ. C, URB. HERMANOS ARCOS I","2026-08-08"
"107418","MAGDA LIDUVINA CONTRERAS AYAUCA","ESTACIÓN DE SERVICIOS / GRIFOS","AREQUIPA","CARAVELI","ACARI","AV. RICARDO REYES, MZ 69 LOTES 10-11. AA.HH. NUEVO ACARÍ","2026-08-04"
"107456","GRIFO PECSA HUANA HUANA","ESTACIÓN DE SERVICIOS / GRIFOS","CAJAMARCA","CAJAMARCA","MAGDALENA","CARRETERA CAJAMARCA  MAGDALENA KM 119 CAS. HUANA HUANA","2026-08-08"
"107473","GRIFO BRISAS DE SAN JUAN E.I.R.LTDA.","ESTACIÓN DE SERVICIOS / GRIFOS","PUNO","SANDIA","SAN JUAN DEL ORO","KM. 250+925 CARRETERA A PUTINA PUNCO C.P. YANAMAYO","2026-08-08"
