codigo_siniestro,codigo_vehiculo,departamento,provincia,distrito,situacionvehiculo,estado_modalidad,modalidad_de_transporte,elemento_transportado,ambito_servicio,posee_seguro,estado_soat,tipo_seguro,compania_seguro,posee_citv,estado_citv,vehiculo,tipo_siniestro,fecha,ano,mes,dia,hora,codigo_de_carretera,tipo_de_via
A-2021-03-218,V-2021-03-218-1,LIMA,LIMA,PUENTE PIEDRA,IDENTIFICADO,NO HABILITADO,OTRO,CARGA Y/O MERCANCÍAS,DISTRITAL,,NO APLICA,,NO APLICA,,NO APLICA,TRICICLO NO MOTORIZADO,CHOQUE CON OBJETO FIJO,11/03/2021,2021,MARZO,JUEVES,17,PE-1N,CARRETERA
A-2021-03-221,V-2021-03-221-1,LIMA,LIMA,PUEBLO LIBRE,IDENTIFICADO,NO CORRESPONDE,PUBLICO URBANO,PERSONAS,NO SE CONOCE,,NO REGISTRA,,,,VIGENTE,ÓMNIBUS,ATROPELLO,12/03/2021,2021,MARZO,VIERNES,16,NO CORRESPONDE,AVENIDA
A-2021-03-346,V-2021-03-346-1,LIMA,LIMA,COMAS,FUGADO,,,,,,NO APLICA,,NO APLICA,,NO APLICA,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,14/03/2021,2021,MARZO,DOMINGO,3,PE-1N,CARRETERA
A-2021-03-228,V-2021-03-228-1,LIMA,LIMA,INDEPENDENCIA,FUGADO,,,PERSONAS,NO SE CONOCE,,NO APLICA,,NO APLICA,,NO APLICA,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,16/03/2021,2021,MARZO,MARTES,16,NO CORRESPONDE,AVENIDA
A-2021-03-311,V-2021-03-311-1,CALLAO,CALLAO,CALLAO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,LA POSITIVA,,NO REGISTRA,MOTOCICLETA,ATROPELLO,16/03/2021,2021,MARZO,MARTES,17,NO CORRESPONDE,AVENIDA
A-2021-03-230,V-2021-03-230-1,LIMA,LIMA,SAN MARTIN DE PORRES,IDENTIFICADO,NO HABILITADO,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,VIGENTE,CAMIONETA RURAL,ATROPELLO,17/03/2021,2021,MARZO,MIÉRCOLES,10,NO CORRESPONDE,AVENIDA
A-2021-03-233,V-2021-03-233-1,LIMA,LIMA,PUNTA NEGRA,IDENTIFICADO,NO HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,,NO APLICA,,NO APLICA,,NO APLICA,BICICLETA,VOLCADURA,17/03/2021,2021,MARZO,MIÉRCOLES,17,NO CORRESPONDE,AVENIDA
A-2021-03-236,V-2021-03-236-1,LIMA,LIMA,SANTIAGO DE SURCO,IDENTIFICADO,NO HABILITADO,PARTICULAR,,,,VIGENTE,SOAT,INTERSEGURO,,VIGENTE,CAMIÓN,DESPISTE,19/03/2021,2021,MARZO,VIERNES,8,NO CORRESPONDE,AVENIDA
A-2021-03-237,V-2021-03-237-1,LIMA,LIMA,SAN MARTIN DE PORRES,IDENTIFICADO,NO HABILITADO,PARTICULAR,,,,NO REGISTRA,,,,NO REGISTRA,CAMIÓN,ATROPELLO,20/03/2021,2021,MARZO,SÁBADO,7,NO CORRESPONDE,AVENIDA
A-2021-03-238,V-2021-03-238-1,LIMA,LIMA,EL AGUSTINO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,SOAT,INTERSEGURO,,VIGENTE,REMOLCADOR-SEMIREMOLQUE,CHOQUE,20/03/2021,2021,MARZO,SÁBADO,14,PE-1N,CARRETERA
A-2021-03-238,V-2021-03-238-2,LIMA,LIMA,EL AGUSTINO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,NO REGISTRA,MOTOCICLETA,CHOQUE,20/03/2021,2021,MARZO,SÁBADO,14,PE-1N,CARRETERA
A-2021-03-326,V-2021-03-326-1,LIMA,LIMA,INDEPENDENCIA,IDENTIFICADO,NO HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,RIMAC,,NO REGISTRA,AUTOMÓVIL,DESPISTE,21/03/2021,2021,MARZO,DOMINGO,12,NO CORRESPONDE,PASAJE
A-2021-03-240,V-2021-03-240-1,LIMA,LIMA,SAN MARTIN DE PORRES,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,NO REGISTRA,,,,NO REGISTRA,TRIMOTO PASAJERO,ATROPELLO,21/03/2021,2021,MARZO,DOMINGO,20,NO CORRESPONDE,AVENIDA
A-2021-03-243,V-2021-03-243-1,LIMA,LIMA,LA MOLINA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,,PACIFICO,,VIGENTE,CAMIONETA PICK UP,CHOQUE,24/03/2021,2021,MARZO,MIÉRCOLES,9,NO CORRESPONDE,AVENIDA
A-2021-03-243,V-2021-03-243-2,LIMA,LIMA,LA MOLINA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,SOAT,CRECER SEGUROS,,NO REGISTRA,MOTOCICLETA,CHOQUE,24/03/2021,2021,MARZO,MIÉRCOLES,9,NO CORRESPONDE,AVENIDA
A-2021-03-353,V-2021-03-353-1,LIMA,LIMA,LURIGANCHO,IDENTIFICADO,HABILITADO,CARGA,,,SI,VIGENTE,SOAT,RIMAC,SI,VIGENTE,REMOLCADOR-SEMIREMOLQUE,ATROPELLO,24/03/2021,2021,MARZO,MIÉRCOLES,14,NO CORRESPONDE,AVENIDA
A-2021-03-354,V-2021-03-354-1,LIMA,LIMA,COMAS,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,SI,VIGENTE,SOAT,RIMAC,SI,VIGENTE,AUTOMÓVIL,DESPISTE,26/03/2021,2021,MARZO,VIERNES,3,NO CORRESPONDE,AVENIDA
A-2021-03-355,V-2021-03-355-1,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,IDENTIFICADO,HABILITADO,PUBLICO URBANO,,,SI,VIGENTE,SOAT,RIMAC,SI,VIGENTE,ÓMNIBUS,CHOQUE,26/03/2021,2021,MARZO,VIERNES,22,NO CORRESPONDE,AVENIDA
A-2021-03-355,V-2021-03-355-2,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,SI,VIGENTE,SOAT,LA POSITIVA,NO,NO REGISTRA,MOTOCICLETA,CHOQUE,26/03/2021,2021,MARZO,VIERNES,22,NO CORRESPONDE,AVENIDA
A-2021-03-356,V-2021-03-356-1,LIMA,LIMA,VILLA EL SALVADOR,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,INTERSEGURO,SI,VENCIDO,AUTOMÓVIL,CHOQUE,27/03/2021,2021,MARZO,SÁBADO,17,PE-1S,CARRETERA
A-2021-03-356,V-2021-03-356-2,LIMA,LIMA,VILLA EL SALVADOR,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,NACIONAL,SI,VIGENTE,SOAT,INTERSEGURO,SI,VIGENTE,CAMIONETA PICK UP,CHOQUE,27/03/2021,2021,MARZO,SÁBADO,17,PE-1S,CARRETERA
A-2021-03-297,V-2021-03-297-1,CALLAO,CALLAO,LA PERLA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,LA POSITIVA,,NO REGISTRA,MOTOCICLETA,DESPISTE,27/03/2021,2021,MARZO,SÁBADO,23,NO CORRESPONDE,AVENIDA
A-2021-03-357,V-2021-03-357-1,LIMA,LIMA,VILLA EL SALVADOR,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,NO,NO REGISTRA,MOTOCICLETA,CHOQUE,29/03/2021,2021,MARZO,LUNES,5,NO CORRESPONDE,AVENIDA
A-2021-03-357,V-2021-03-357-2,LIMA,LIMA,VILLA EL SALVADOR,IDENTIFICADO,HABILITADO,TAXI,PERSONAS,DISTRITAL,SI,VIGENTE,SOAT,LA POSITIVA,NO,NO REGISTRA,STATION WAGON,CHOQUE,29/03/2021,2021,MARZO,LUNES,5,NO CORRESPONDE,AVENIDA
A-2021-03-358,V-2021-03-358-1,LIMA,LIMA,CHORRILLOS,IDENTIFICADO,HABILITADO,PUBLICO URBANO,PERSONAS,DISTRITAL,SI,VIGENTE,SOAT,MAPFRE,NO,NO REGISTRA,ÓMNIBUS,CHOQUE,29/03/2021,2021,MARZO,LUNES,7,NO CORRESPONDE,AVENIDA
A-2021-03-358,V-2021-03-358-2,LIMA,LIMA,CHORRILLOS,IDENTIFICADO,HABILITADO,TAXI,PERSONAS,DISTRITAL,SI,VIGENTE,SOAT,RIMAC,SI,VIGENTE,AUTOMÓVIL,CHOQUE,29/03/2021,2021,MARZO,LUNES,7,NO CORRESPONDE,AVENIDA
A-2021-03-359,V-2021-03-359-1,LIMA,LIMA,SAN JUAN DE LURIGANCHO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VENCIDO,SOAT,LA POSITIVA,NO,NO REGISTRA,MOTOCICLETA,ATROPELLO,29/03/2021,2021,MARZO,LUNES,19,NO CORRESPONDE,AVENIDA
A-2021-03-360,V-2021-03-360-1,LIMA,LIMA,COMAS,IDENTIFICADO,NO HABILITADO,SERVICIO ESPECIAL DE PASAJEROS,PERSONAS,DISTRITAL,NO,NO REGISTRA,,,NO,NO REGISTRA,TRIMOTO PASAJERO,DESPISTE,29/03/2021,2021,MARZO,LUNES,20,NO CORRESPONDE,JIRÓN
A-2021-03-361,V-2021-03-361-1,LIMA,LIMA,SAN ISIDRO,IDENTIFICADO,HABILITADO,PUBLICO URBANO,,,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,ÓMNIBUS,ATROPELLO,31/03/2021,2021,MARZO,MIÉRCOLES,15,NO CORRESPONDE,AVENIDA
A-2021-03-299,V-2021-03-299-1,LIMA,LIMA,LURIN,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,NO REGISTRA,AUTOMÓVIL,ATROPELLO,31/03/2021,2021,MARZO,MIÉRCOLES,21,NO CORRESPONDE,AVENIDA
A-2021-04-6,V-2021-04-6-1,CALLAO,CALLAO,VENTANILLA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,RIMAC,,VIGENTE,AUTOMÓVIL,DESPISTE,01/04/2021,2021,ABRIL,JUEVES,21,NO CORRESPONDE,AVENIDA
A-2021-04-219,V-2021-04-219-1,LIMA,LIMA,SAN MARTIN DE PORRES,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,,VENCIDO,,RIMAC,,VIGENTE,AUTOMÓVIL,ATROPELLO,03/04/2021,2021,ABRIL,SÁBADO,10,NO CORRESPONDE,AVENIDA
A-2021-04-220,V-2021-04-220-1,LIMA,LIMA,EL AGUSTINO,IDENTIFICADO,NO HABILITADO,PARTICULAR,,,,VIGENTE,,PACIFICO,,VIGENTE,CAMIÓN,CHOQUE,06/04/2021,2021,ABRIL,MARTES,10,NO CORRESPONDE,AVENIDA
A-2021-04-220,V-2021-04-220-2,LIMA,LIMA,EL AGUSTINO,IDENTIFICADO,NO CORRESPONDE,REGULAR(INTERPROVINCIAL),PERSONAS,PROVINCIAL,,VIGENTE,,LA POSITIVA,,VIGENTE,ÓMNIBUS,CHOQUE,06/04/2021,2021,ABRIL,MARTES,10,NO CORRESPONDE,AVENIDA
A-2021-04-220,V-2021-04-220-3,LIMA,LIMA,EL AGUSTINO,IDENTIFICADO,NO HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,NO APLICA,,NO APLICA,TRICICLO NO MOTORIZADO,CHOQUE,06/04/2021,2021,ABRIL,MARTES,10,NO CORRESPONDE,AVENIDA
A-2021-04-221,V-2021-04-221-1,LIMA,LIMA,RIMAC,IDENTIFICADO,NO HABILITADO,PUBLICO URBANO,PERSONAS,DISTRITAL,,VIGENTE,,LA POSITIVA,,VIGENTE,ÓMNIBUS,ATROPELLO,07/04/2021,2021,ABRIL,MIÉRCOLES,17,NO CORRESPONDE,AVENIDA
A-2021-04-222,V-2021-04-222-1,LIMA,LIMA,LIMA,FUGADO,,,,,,NO APLICA,,NO APLICA,,NO APLICA,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,07/04/2021,2021,ABRIL,MIÉRCOLES,18,NO CORRESPONDE,AVENIDA
A-2021-04-232,V-2021-04-232-1,LIMA,LIMA,EL AGUSTINO,IDENTIFICADO,NO HABILITADO,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,VIGENTE,CAMIÓN,ATROPELLO,07/04/2021,2021,ABRIL,MIÉRCOLES,18,NO CORRESPONDE,JIRÓN
A-2021-04-231,V-2021-04-231-1,LIMA,LIMA,PUENTE PIEDRA,IDENTIFICADO,NO HABILITADO,CARGA,,,,VIGENTE,,MAPFRE,,VIGENTE,REMOLCADOR-SEMIREMOLQUE,ATROPELLO,07/04/2021,2021,ABRIL,MIÉRCOLES,21,PE-1N,CARRETERA
A-2021-04-234,V-2021-04-234-1,LIMA,LIMA,SAN MARTIN DE PORRES,IDENTIFICADO,NO HABILITADO,PARTICULAR,,,,VENCIDO,SOAT,INTERSEGURO,,NO REGISTRA,AUTOMÓVIL,DESPISTE,09/04/2021,2021,ABRIL,VIERNES,8,PE-1N,CARRETERA
A-2021-04-233,V-2021-04-233-1,LIMA,LIMA,SAN JUAN DE LURIGANCHO,FUGADO,,,,,,NO APLICA,,NO APLICA,,NO APLICA,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,09/04/2021,2021,ABRIL,VIERNES,20,NO CORRESPONDE,AVENIDA
A-2021-04-235,V-2021-04-235-1,LIMA,LIMA,COMAS,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,,RIMAC,,NO REGISTRA,MOTOCICLETA,ATROPELLO,10/04/2021,2021,ABRIL,SÁBADO,8,NO CORRESPONDE,AVENIDA
A-2021-04-239,V-2021-04-239-1,LIMA,LIMA,LIMA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,NO CORRESPONDE,NO APLICA,OTRO,,NO CORRESPONDE,NO APLICA,ÓMNIBUS,DESPISTE,10/04/2021,2021,ABRIL,SÁBADO,14,NO CORRESPONDE,AVENIDA
A-2021-04-239,V-2021-04-239-2,LIMA,LIMA,LIMA,IDENTIFICADO,NO HABILITADO,PARTICULAR,,,,NO APLICA,,LA POSITIVA,,VIGENTE,STATION WAGON,DESPISTE,10/04/2021,2021,ABRIL,SÁBADO,14,NO CORRESPONDE,AVENIDA
A-2021-04-239,V-2021-04-239-3,LIMA,LIMA,LIMA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,NO APLICA,,LA POSITIVA,,NO REGISTRA,MOTOCICLETA,DESPISTE,10/04/2021,2021,ABRIL,SÁBADO,14,NO CORRESPONDE,AVENIDA
A-2021-04-239,V-2021-04-239-4,LIMA,LIMA,LIMA,IDENTIFICADO,NO HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,,NO APLICA,,,,NO REGISTRA,BICICLETA,DESPISTE,10/04/2021,2021,ABRIL,SÁBADO,14,NO CORRESPONDE,AVENIDA
A-2021-04-39,V-2021-04-39-1,CALLAO,CALLAO,MI PERU,IDENTIFICADO,HABILITADO,PUBLICO URBANO,PERSONAS,DISTRITAL,,VIGENTE,,RIMAC,,VIGENTE,MINIBUS,CHOQUE,10/04/2021,2021,ABRIL,SÁBADO,22,NO CORRESPONDE,AVENIDA
A-2021-04-39,V-2021-04-39-2,CALLAO,CALLAO,MI PERU,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,PACIFICO,,NO REGISTRA,CAMIONETA PICK UP,CHOQUE,10/04/2021,2021,ABRIL,SÁBADO,22,NO CORRESPONDE,AVENIDA
A-2021-04-39,V-2021-04-39-3,CALLAO,CALLAO,MI PERU,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,,,,NO REGISTRA,MOTOCICLETA,CHOQUE,10/04/2021,2021,ABRIL,SÁBADO,22,NO CORRESPONDE,AVENIDA
A-2021-04-258,V-2021-04-258-1,LIMA,LIMA,LURIN,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,NO REGISTRA,MOTOCICLETA,CHOQUE,11/04/2021,2021,ABRIL,DOMINGO,4,PE-1S,CARRETERA
A-2021-04-258,V-2021-04-258-2,LIMA,LIMA,LURIN,FUGADO,,,,,,VIGENTE,,NO APLICA,,NO APLICA,VEHICULO NO IDENTIFICADO,CHOQUE,11/04/2021,2021,ABRIL,DOMINGO,4,PE-1S,CARRETERA
A-2021-04-240,V-2021-04-240-1,LIMA,LIMA,SAN JUAN DE LURIGANCHO,IDENTIFICADO,NO HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,RIMAC,,VIGENTE,ÓMNIBUS,ATROPELLO,11/04/2021,2021,ABRIL,DOMINGO,9,NO CORRESPONDE,CALLE
A-2021-04-241,V-2021-04-241-1,LIMA,LIMA,ATE,FUGADO,,,PERSONAS,NO SE CONOCE,,NO APLICA,,NO APLICA,,NO APLICA,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,13/04/2021,2021,ABRIL,MARTES,21,PE-22,CARRETERA
A-2021-04-242,V-2021-04-242-1,LIMA,LIMA,PUEBLO LIBRE,IDENTIFICADO,NO HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,LA POSITIVA,,VIGENTE,ÓMNIBUS,CHOQUE,14/04/2021,2021,ABRIL,MIÉRCOLES,17,NO CORRESPONDE,AVENIDA
A-2021-04-242,V-2021-04-242-2,LIMA,LIMA,PUEBLO LIBRE,IDENTIFICADO,NO HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,LA POSITIVA,,NO REGISTRA,MOTOCICLETA,CHOQUE,14/04/2021,2021,ABRIL,MIÉRCOLES,17,NO CORRESPONDE,AVENIDA
A-2021-04-243,V-2021-04-243-1,LIMA,LIMA,LURIGANCHO,IDENTIFICADO,NO HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,RIMAC,,VIGENTE,CAMIÓN,CHOQUE,15/04/2021,2021,ABRIL,JUEVES,13,NO CORRESPONDE,AVENIDA
A-2021-04-243,V-2021-04-243-2,LIMA,LIMA,LURIGANCHO,IDENTIFICADO,NO HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,SOAT,INTERSEGURO,,NO REGISTRA,CAMIONETA RURAL,CHOQUE,15/04/2021,2021,ABRIL,JUEVES,13,NO CORRESPONDE,AVENIDA
A-2021-04-243,V-2021-04-243-3,LIMA,LIMA,LURIGANCHO,IDENTIFICADO,NO HABILITADO,PARTICULAR,,,,VIGENTE,,MAPFRE,,VIGENTE,CAMIÓN,CHOQUE,15/04/2021,2021,ABRIL,JUEVES,13,NO CORRESPONDE,AVENIDA
A-2021-04-244,V-2021-04-244-1,LIMA,LIMA,SAN LUIS,IDENTIFICADO,NO HABILITADO,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,NO REGISTRA,MOTOCICLETA,ATROPELLO,16/04/2021,2021,ABRIL,VIERNES,7,NO CORRESPONDE,AVENIDA
A-2021-04-84,V-2021-04-84-1,CALLAO,CALLAO,CALLAO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,RIMAC,,NO REGISTRA,AUTOMÓVIL,CHOQUE,17/04/2021,2021,ABRIL,SÁBADO,4,NO CORRESPONDE,AVENIDA
A-2021-04-84,V-2021-04-84-2,CALLAO,CALLAO,CALLAO,IDENTIFICADO,NO HABILITADO,PUBLICO URBANO,,,,VIGENTE,,,,VIGENTE,CAMIONETA RURAL,CHOQUE,17/04/2021,2021,ABRIL,SÁBADO,4,NO CORRESPONDE,AVENIDA
A-2021-04-245,V-2021-04-245-1,LIMA,LIMA,SANTIAGO DE SURCO,IDENTIFICADO,NO HABILITADO,PARTICULAR,,,,VIGENTE,,PACIFICO,,VIGENTE,AUTOMÓVIL,ATROPELLO,19/04/2021,2021,ABRIL,LUNES,19,PE-1S,CARRETERA
A-2021-04-309,V-2021-04-309-1,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,NO SE CONOCE,SI,VIGENTE,SOAT,MAPFRE,SI,VIGENTE,REMOLCADOR-SEMIREMOLQUE,ATROPELLO,21/04/2021,2021,ABRIL,MIÉRCOLES,8,NO CORRESPONDE,AVENIDA
A-2021-04-246,V-2021-04-246-1,LIMA,LIMA,SAN JUAN DE LURIGANCHO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,VIGENTE,REMOLCADOR-SEMIREMOLQUE,ATROPELLO,21/04/2021,2021,ABRIL,MIÉRCOLES,10,NO CORRESPONDE,AVENIDA
A-2021-04-250,V-2021-04-250-1,LIMA,LIMA,SANTIAGO DE SURCO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,CARGA Y/O MERCANCÍAS,NO SE CONOCE,,VIGENTE,,MAPFRE,,NO REGISTRA,REMOLCADOR-SEMIREMOLQUE,ATROPELLO,22/04/2021,2021,ABRIL,JUEVES,22,PE-1S,CARRETERA
A-2021-04-140,V-2021-04-140-1,CALLAO,CALLAO,CALLAO,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,NO SE CONOCE,,VIGENTE,,PACIFICO,,NO REGISTRA,CAMIÓN,ATROPELLO,25/04/2021,2021,ABRIL,DOMINGO,2,PE-20,CARRETERA
A-2021-04-141,V-2021-04-141-1,CALLAO,CALLAO,CALLAO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,LA POSITIVA,,NO REGISTRA,AUTOMÓVIL,CHOQUE,25/04/2021,2021,ABRIL,DOMINGO,22,PE-20,CARRETERA
A-2021-04-141,V-2021-04-141-2,CALLAO,CALLAO,CALLAO,IDENTIFICADO,NO HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,NO APLICA,,NO APLICA,BICICLETA,CHOQUE,25/04/2021,2021,ABRIL,DOMINGO,22,PE-20,CARRETERA
A-2021-04-252,V-2021-04-252-1,LIMA,LIMA,SAN MARTIN DE PORRES,FUGADO,,,,,,NO APLICA,,NO APLICA,,NO APLICA,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,26/04/2021,2021,ABRIL,LUNES,2,PE-1N,CARRETERA
A-2021-04-310,V-2021-04-310-1,LIMA,LIMA,EL AGUSTINO,IDENTIFICADO,NO CORRESPONDE,NO CORRESPONDE,CARGA Y/O MERCANCÍAS,NACIONAL,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,OTRO,ATROPELLO FUGA,26/04/2021,2021,ABRIL,LUNES,7,NO CORRESPONDE,OTRO
A-2021-04-253,V-2021-04-253-1,LIMA,LIMA,SAN JUAN DE LURIGANCHO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,LA POSITIVA,,NO REGISTRA,MOTOCICLETA,CHOQUE CON OBJETO FIJO,26/04/2021,2021,ABRIL,LUNES,12,NO CORRESPONDE,AVENIDA
A-2021-04-254,V-2021-04-254-1,LIMA,LIMA,LOS OLIVOS,IDENTIFICADO,NO HABILITADO,PARTICULAR,,,,VIGENTE,,RIMAC,,VIGENTE,MINIBUS,ATROPELLO,26/04/2021,2021,ABRIL,LUNES,18,PE-1N,CARRETERA
A-2021-04-255,V-2021-04-255-1,LIMA,LIMA,SAN JUAN DE LURIGANCHO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,MAPFRE,,VIGENTE,CAMIÓN,ATROPELLO,26/04/2021,2021,ABRIL,LUNES,19,NO CORRESPONDE,JIRÓN
A-2021-04-256,V-2021-04-256-1,LIMA,LIMA,CHACLACAYO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,,RIMAC,,VIGENTE,ÓMNIBUS,DESPISTE,26/04/2021,2021,ABRIL,LUNES,23,PE-22,CARRETERA
A-2021-04-256,V-2021-04-256-2,LIMA,LIMA,CHACLACAYO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VIGENTE,SOAT,INTERSEGURO,,VIGENTE,AUTOMÓVIL,DESPISTE,26/04/2021,2021,ABRIL,LUNES,23,PE-22,CARRETERA
A-2021-04-259,V-2021-04-259-1,LIMA,LIMA,LOS OLIVOS,IDENTIFICADO,NO HABILITADO,PARTICULAR,,,,VIGENTE,,LA POSITIVA,,VIGENTE,AUTOMÓVIL,CHOQUE,28/04/2021,2021,ABRIL,MIÉRCOLES,4,NO CORRESPONDE,AVENIDA
A-2021-04-259,V-2021-04-259-2,LIMA,LIMA,LOS OLIVOS,IDENTIFICADO,NO HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,LA POSITIVA,,NO REGISTRA,MOTOCICLETA,CHOQUE,28/04/2021,2021,ABRIL,MIÉRCOLES,4,NO CORRESPONDE,AVENIDA
A-2021-04-261,V-2021-04-261-1,LIMA,LIMA,LURIN,IDENTIFICADO,NO HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,SOAT,INTERSEGURO,,VIGENTE,CAMIÓN,ATROPELLO,28/04/2021,2021,ABRIL,MIÉRCOLES,16,NO CORRESPONDE,CALLE
A-2021-04-260,V-2021-04-260-1,LIMA,LIMA,LOS OLIVOS,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,NO REGISTRA,,,,NO REGISTRA,MOTOCICLETA,CHOQUE,29/04/2021,2021,ABRIL,JUEVES,0,NO CORRESPONDE,AVENIDA
A-2021-04-260,V-2021-04-260-2,LIMA,LIMA,LOS OLIVOS,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,,NO REGISTRA,,,,NO REGISTRA,OTRO,CHOQUE,29/04/2021,2021,ABRIL,JUEVES,0,NO CORRESPONDE,AVENIDA
A-2021-04-200,V-2021-04-200-1,CALLAO,CALLAO,CALLAO,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,NACIONAL,,VIGENTE,,RIMAC,,VIGENTE,REMOLCADOR-SEMIREMOLQUE,ATROPELLO,29/04/2021,2021,ABRIL,JUEVES,16,PE-20,CARRETERA
A-2021-05-124,V-2021-05-124-1,LIMA,LIMA,LURIGANCHO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,VENCIDO,,LA POSITIVA,,NO REGISTRA,MOTOCICLETA,CHOQUE FUGA,01/05/2021,2021,MAYO,SÁBADO,5,NO CORRESPONDE,AVENIDA
A-2021-05-124,V-2021-05-124-2,LIMA,LIMA,LURIGANCHO,FUGADO,NO CORRESPONDE,OTRO,,,,VENCIDO,,NO APLICA,,NO APLICA,VEHICULO NO IDENTIFICADO,CHOQUE FUGA,01/05/2021,2021,MAYO,SÁBADO,5,NO CORRESPONDE,AVENIDA
