codigo_siniestro,fecha_siniestro,hora_siniestro,clase_siniestro,cantidad_de_fallecidos,cantidad_de_lesionados,cantidad_de_vehiculos_danados,departamento,provincia,distrito,zona,tipo_de_via,red_vial,cod_carretera,coordenadas_latitud,coordenadas_longitud,condicionclimatica,zonificacion,caracteristicas_de_via,perfil_longitudinal_via,superficie_de_calzada,existe_senal_vertical,clasificacionde_la_senal_vertical_no_1,clasificacionde_la_senal_vertical_no_2,existe_senal_horizontal,causa_factor_principal,causa_especifica
A-2022-06-212,2022-06-09,15:30,CHOQUE,1,1,,LIMA,LIMA,LA VICTORIA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.065613373152544,-77.00441832552427,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-06-211,2022-06-16,01:30,ATROPELLO,1,0,,LIMA,LIMA,LIMA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.046333953794337,-77.03760797824974,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-06-210,2022-06-16,09:00,ATROPELLO,1,0,,LIMA,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.21726631503372,-76.95483501942381,DESPEJADO,INDUSTRIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-06-209,2022-06-17,03:00,ATROPELLO,1,0,,LIMA,LIMA,LA VICTORIA,URBANA,JIRÓN,URBANO,NO CORRESPONDE,-12.068372708633628,-77.00970762382875,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-06-206,2022-06-18,06:15,CHOQUE,1,1,,LIMA,LIMA,ANCON,URBANA,CARRETERA,NACIONAL,PE-1N,-11.783713693158605,-77.15584501205656,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-06-205,2022-06-18,09:00,ATROPELLO,1,0,,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.024429804425798,-77.05142673371772,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-06-207,2022-06-18,20:20,ATROPELLO,1,0,,LIMA,LIMA,SANTA ANITA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.036155960337483,-76.9605749077203,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-06-208,2022-06-18,23:00,ATROPELLO,1,0,,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.016034926909466,-76.96553167222483,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-06-204,2022-06-19,03:00,ATROPELLO FUGA,1,0,,LIMA,LIMA,LURIGANCHO,URBANA,CARRETERA,NACIONAL,PE-22,-12.021297496382838,-76.92534142797355,DESPEJADO,COMERCIAL,CURVA,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-06-203,2022-06-19,06:00,ATROPELLO FUGA,1,0,,LIMA,LIMA,LA VICTORIA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.064422548495145,-77.02776426791546,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-06-202,2022-06-19,22:50,ATROPELLO FUGA,1,0,,LIMA,LIMA,PUENTE PIEDRA,URBANA,CARRETERA,NACIONAL,PE-1N,-11.848859643195157,-77.09430987844938,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-06-199,2022-06-21,00:30,ATROPELLO FUGA,1,0,,LIMA,LIMA,SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,NACIONAL,PE-1S,-12.14478,-76.98172,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-06-200,2022-06-21,06:40,DESPISTE,1,0,,LIMA,LIMA,LOS OLIVOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.94995811643136,-77.0840424083373,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-06-201,2022-06-21,15:50,CHOQUE,1,4,,LIMA,LIMA,LOS OLIVOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.962558666624766,-77.08060381638019,DESPEJADO,ESCOLAR,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-06-198,2022-06-25,12:00,ATROPELLO,1,0,,LIMA,LIMA,ATE,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.034891553811542,-76.93168221232975,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-06-196,2022-06-26,18:45,ATROPELLO,1,0,,LIMA,LIMA,SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,NACIONAL,PE-1S,-12.175225937648378,-76.97774592276338,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-06-193,2022-06-27,01:00,ATROPELLO FUGA,1,0,,LIMA,LIMA,EL AGUSTINO,RURAL,CARRETERA,NACIONAL,PE-22,-12.03186857113612,-76.98848593151921,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-06-194,2022-06-27,02:00,DESPISTE,1,0,,LIMA,LIMA,CHACLACAYO,URBANA,CARRETERA,NACIONAL,PE-22,-11.978427911890416,-76.78207926382203,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-06-195,2022-06-27,03:40,DESPISTE,1,1,,LIMA,LIMA,SAN BORJA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.111403465270996,-76.99590301513672,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-06-191,2022-06-28,05:48,ATROPELLO FUGA,1,0,,LIMA,LIMA,LURIN,RURAL,CARRETERA,NACIONAL,PE-1S,-12.250331378864685,-76.93051276432485,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-06-192,2022-06-28,13:45,DESPISTE,2,2,,LIMA,LIMA,VILLA EL SALVADOR,RURAL,CARRETERA,NACIONAL,PE-1N,-12.22223131897444,-76.97444197707152,DESPEJADO,INDUSTRIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-06-190,2022-06-30,00:50,ATROPELLO FUGA,1,0,,LIMA,LIMA,MIRAFLORES,URBANA,OTRO,URBANO,NO CORRESPONDE,-12.12724475655441,-77.03710906091183,DESPEJADO,COMERCIAL,CURVA,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-06-189,2022-06-30,01:00,ATROPELLO FUGA,1,0,,LIMA,LIMA,LURIN,URBANA,CARRETERA,NACIONAL,PE-1S,-12.254755,-76.924147,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-06-188,2022-06-30,06:46,ATROPELLO FUGA,1,0,,LIMA,LIMA,ANCON,URBANA,CARRETERA,NACIONAL,PE-1N,-11.770736277951563,-77.15902010039257,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-07-186,2022-07-02,01:30,ATROPELLO FUGA,1,0,,LIMA,LIMA,LURIN,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.243900000499872,-76.90951799846174,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-07-187,2022-07-02,02:50,ATROPELLO FUGA,1,0,,LIMA,LIMA,PUEBLO LIBRE,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.0781808,-77.0803376,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-07-3,2022-07-03,10:30,ATROPELLO,1,0,,CALLAO,CALLAO,CALLAO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.062088097143755,-77.14276654465186,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2022-07-185,2022-07-04,03:50,CHOQUE CON OBJETO FIJO,1,0,1.0,LIMA,LIMA,BARRANCO,URBANA,OTRO,URBANO,NO CORRESPONDE,-12.1522147,-77.0244595,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-07-184,2022-07-05,05:45,DESPISTE,1,0,1.0,LIMA,LIMA,CHORRILLOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.18942855906315,-77.0072448974895,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-07-183,2022-07-05,11:00,ATROPELLO,1,0,,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.991583421555264,-77.10776831454098,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-07-180,2022-07-05,22:45,ATROPELLO,1,0,,LIMA,LIMA,RIMAC,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.030284,-77.029465,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN SENTIDO CONTRARIO
A-2022-07-198,2022-07-07,13:58,ATROPELLO,1,0,,LIMA,LIMA,MIRAFLORES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.129913236273836,-77.0264471065407,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-07-179,2022-07-08,05:55,DESPISTE,1,0,,LIMA,LIMA,MIRAFLORES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.123954,-77.004534,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-07-178,2022-07-10,18:20,ATROPELLO,1,0,,LIMA,LIMA,SANTA ANITA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.0404506239818,-76.96425469197622,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-07-238,2022-07-12,12:30,ATROPELLO FUGA,1,0,,CALLAO,CALLAO,CALLAO,URBANA,CALLE,URBANO,NO CORRESPONDE,-12.0216519,-77.1365997195,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-07-177,2022-07-12,23:45,ATROPELLO FUGA,1,0,,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.031977995791785,-77.07501690522398,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-07-176,2022-07-13,04:15,CHOQUE,1,0,2.0,LIMA,LIMA,SAN JUAN DE MIRAFLORES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.15640594887478,-76.96668640507136,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-07-175,2022-07-13,17:39,CHOQUE FUGA,1,0,2.0,LIMA,LIMA,CHORRILLOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.18948712406167,-77.01445676943,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-07-172,2022-07-16,14:30,ATROPELLO,1,0,,LIMA,LIMA,INDEPENDENCIA,URBANA,CALLE,URBANO,NO CORRESPONDE,-11.974440618554572,-77.05580349036597,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,TROCHA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-07-173,2022-07-17,00:00,ATROPELLO,1,0,0.0,LIMA,LIMA,RIMAC,URBANA,CARRETERA,NACIONAL,PE-1N,-12.0414462,-77.032747,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-07-171,2022-07-18,04:30,ATROPELLO FUGA,1,0,,LIMA,LIMA,VILLA EL SALVADOR,URBANA,CARRETERA,NACIONAL,PE-1S,-12.195246,-76.972876,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-07-170,2022-07-19,20:00,ATROPELLO FUGA,1,0,,LIMA,LIMA,SANTA ANITA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.042063440615488,-76.96575702002707,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-07-169,2022-07-20,11:30,ATROPELLO,1,0,1.0,LIMA,LIMA,SAN JUAN DE MIRAFLORES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.16751676734652,-76.97859942866633,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),,NO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-07-168,2022-07-23,16:00,DESPISTE,1,0,1.0,LIMA,LIMA,CARABAYLLO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.856792824116663,-77.04370578717374,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-07-165,2022-07-24,17:00,DESPISTE,1,0,1.0,LIMA,LIMA,SANTA ROSA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.820243826335124,-77.16471071632888,DESPEJADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-07-164,2022-07-24,20:00,ATROPELLO,1,0,0.0,LIMA,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.213319275793808,-76.93667170357406,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-07-161,2022-07-26,14:05,CHOQUE,1,0,2.0,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.963909184597515,-77.09262688356262,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-07-275,2022-07-27,11:50,CHOQUE,1,0,,LIMA,LIMA,LURIN,URBANA,CARRETERA,NACIONAL,PE-1S,-12.283256,-76.878624,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2022-07-162,2022-07-27,22:30,ATROPELLO,1,1,1.0,LIMA,LIMA,SAN MIGUEL,URBANA,OTRO,URBANO,NO CORRESPONDE,-12.089397281999029,-77.08955165915467,DESPEJADO,RESIDENCIAL,OTRO,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-07-163,2022-07-28,16:20,ATROPELLO FUGA,1,0,,LIMA,LIMA,RIMAC,URBANA,CARRETERA,NACIONAL,PE-1N,-12.041213287871356,-77.03289512282687,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,INFORMATIVA (I),,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-07-160,2022-07-29,05:40,ATROPELLO FUGA,1,0,0.0,LIMA,LIMA,CARABAYLLO,URBANA,CARRETERA,PROVINCIAL,LM-691,-11.862209708446592,-77.05571893008928,DESPEJADO,ESCOLAR,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-07-276,2022-07-31,22:50,CHOQUE,2,6,,LIMA,LIMA,LURIN,URBANA,CARRETERA,NACIONAL,PE-1S,-12.250281,-76.930691,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-08-1,2022-08-02,06:35,CHOQUE,1,0,2.0,CALLAO,CALLAO,CALLAO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.049842714505225,-77.11416269059485,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),,SI,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR)
A-2022-08-170,2022-08-04,15:00,ATROPELLO,1,0,,LIMA,LIMA,LA VICTORIA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.06438623872198,-77.02921847721872,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,NO,,,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-08-2,2022-08-04,23:00,CAÍDA DE PASAJERO,1,1,,CALLAO,CALLAO,VENTANILLA,URBANA,CARRETERA,NACIONAL,PE-20,-11.889928212601054,-77.12605166149483,DESPEJADO,INDUSTRIAL,OTRO,PLANA ,CONCRETO,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-08-169,2022-08-05,18:50,CHOQUE,1,0,2.0,LIMA,LIMA,SANTA ANITA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.040577742625416,-76.9827142759373,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-08-168,2022-08-07,22:50,ATROPELLO,1,0,,LIMA,LIMA,CHACLACAYO,URBANA,CARRETERA,NACIONAL,PE-22,-11.97372633877707,-76.76030960606235,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-08-167,2022-08-08,08:30,DESPISTE,1,0,1.0,LIMA,LIMA,ANCON,RURAL,CARRETERA,NACIONAL,PE-1N,-11.729107825290674,-77.16485530147563,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-08-102,2022-08-09,06:15,ATROPELLO,1,0,,CALLAO,CALLAO,CALLAO,URBANA,CARRETERA,NACIONAL,PE-20,-11.99537093592066,-77.12587874855186,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,INFORMATIVA (I),,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-08-165,2022-08-10,06:45,ATROPELLO,1,0,,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.014406491609313,-77.0116826373535,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-08-166,2022-08-10,07:30,CHOQUE,2,0,1.0,LIMA,LIMA,PUNTA HERMOSA,RURAL,AVENIDA,URBANO,NO CORRESPONDE,-12.330223780830693,-76.81520163341393,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,TROCHA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN SENTIDO CONTRARIO
A-2022-08-163,2022-08-11,00:05,ATROPELLO FUGA,1,0,,LIMA,LIMA,LOS OLIVOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.99509218082484,-77.07662298020652,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-08-164,2022-08-11,04:30,CHOQUE,1,1,2.0,LIMA,LIMA,CHORRILLOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.1663247522129,-77.02679543852047,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-08-162,2022-08-12,19:20,CHOQUE FUGA,1,0,,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,JIRÓN,URBANO,NO CORRESPONDE,-12.022577011727268,-77.00174719298468,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-08-160,2022-08-13,17:15,ATROPELLO,1,0,0.0,LIMA,LIMA,SANTA ANITA,URBANA,CARRETERA,DEPARTAMENTAL,LM-117,-12.056117038423952,-76.96797027997064,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-08-155,2022-08-13,18:00,CHOQUE,1,3,2.0,LIMA,LIMA,CARABAYLLO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.845475508105642,-77.00080274155242,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-08-161,2022-08-14,05:20,DESPISTE,1,1,2.0,LIMA,LIMA,CARABAYLLO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.893832816314674,-77.04070556329435,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-08-158,2022-08-14,05:30,ATROPELLO,1,0,,LIMA,LIMA,VILLA EL SALVADOR,URBANA,CARRETERA,NACIONAL,PE-1S,-12.24078967457405,-76.94706750505482,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-08-157,2022-08-14,10:30,VOLCADURA,1,0,,LIMA,LIMA,COMAS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.90580642356984,-77.04292197271546,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-08-159,2022-08-14,22:20,DESPISTE,1,0,,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.169855851935914,-76.94984814454078,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-08-156,2022-08-15,00:20,DESPISTE,1,1,,LIMA,LIMA,MAGDALENA DEL MAR,URBANA,OTRO,URBANO,NO CORRESPONDE,-12.103737753127517,-77.0640075684988,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-08-154,2022-08-17,06:40,CHOQUE,2,0,2.0,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.159876112195656,-76.93937276852698,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
