codigo_siniestro,codigo_vehiculo,codigo_persona,departamento,provincia,distrito,tipo_persona,gravedad,lugar_atencionlesionado,lugar_de_defuncion,situacionde_persona,pais_de_nacionalidad,edad,sexo,posee_licencia,estado_licencia,clase_licencia,se_sometio_a_dosaje_etilico_cualitativo,resultado_del_dosaje_etilico_cualitativo,se_sometio_a_dosaje_etilico_cuantitativo,vehiculo,fecha,ano,mes,dia,hora,clase_de_siniestro,causa,causa_especifica,tipo_de_via,codigo_de_carretera,red_vial
A-2021-01-356,V-2021-01-356-1,P-2021-01-356-1-2,LIMA,LIMA,LURIGANCHO,CONDUCTOR FUGADO,NO SE CONOCE,,,NO IDENTIFICADO,,,NO INDICA,,FUGADO,FUGADO,NO,,NO,VEHICULO NO IDENTIFICADO,30/01/2021,2021,ENERO,SÁBADO,0,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2021-01-391,V-2021-01-391-1,P-2021-01-391-1-1,CALLAO,CALLAO,CALLAO,CONDUCTOR,LESIONADO,,,IDENTIFICADO,PERÚ,38,MASCULINO,SI,VIGENTE,A I,NO,,SI,AUTOMÓVIL,30/01/2021,2021,ENERO,SÁBADO,21,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,CARRETERA NACIONAL,PE-20B,NACIONAL
A-2021-01-391,V-2021-01-391-2,P-2021-01-391-2-1,CALLAO,CALLAO,CALLAO,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,59,MASCULINO,NO,NO CORRESPONDE,NO CORRESPONDE,NO,,SI,TRICICLO NO MOTORIZADO,30/01/2021,2021,ENERO,SÁBADO,21,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,CARRETERA NACIONAL,PE-20B,NACIONAL
A-2021-02-248,V-2021-02-248-1,P-2021-02-248-1-1,LIMA,LIMA,SAN ISIDRO,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,28,MASCULINO,SI,VIGENTE,A II A,SI,NEGATIVO,NO,AUTOMÓVIL,01/02/2021,2021,FEBRERO,LUNES,4,CHOQUE,NEGLIGENCIA DEL CONDUCTOR,CONDUCIR CON FALLAS DE DIRECCIÓN,AVENIDA,NO CORRESPONDE,URBANO
A-2021-02-248,V-2021-02-248-2,P-2021-02-248-2-1,LIMA,LIMA,SAN ISIDRO,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,69,MASCULINO,SI,VIGENTE,A II A,SI,NEGATIVO,NO,AUTOMÓVIL,01/02/2021,2021,FEBRERO,LUNES,4,CHOQUE,NEGLIGENCIA DEL CONDUCTOR,CONDUCIR CON FALLAS DE DIRECCIÓN,AVENIDA,NO CORRESPONDE,URBANO
A-2021-02-251,V-2021-02-251-1,P-2021-02-251-1-1,LIMA,LIMA,COMAS,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,32,MASCULINO,,SIN DNI IDENTIFICADO,SIN DNI IDENTIFICADO,SI,NEGATIVO,NO,REMOLCADOR-SEMIREMOLQUE,01/02/2021,2021,FEBRERO,LUNES,7,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2021-02-251,V-2021-02-251-2,P-2021-02-251-2-1,LIMA,LIMA,COMAS,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,61,MASCULINO,,SIN DNI IDENTIFICADO,SIN DNI IDENTIFICADO,SI,POSITIVO,NO,MOTOCICLETA,01/02/2021,2021,FEBRERO,LUNES,7,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2021-02-124,V-2021-02-124-1,P-2021-02-124-1-1,LIMA,LIMA,SAN JUAN DE LURIGANCHO,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,42,MASCULINO,NO,VIGENTE,A III C,NO,,NO,AUTOMÓVIL,08/02/2021,2021,FEBRERO,LUNES,11,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,AVENIDA,NO CORRESPONDE,URBANO
A-2021-02-124,V-2021-02-124-2,P-2021-02-124-2-1,LIMA,LIMA,SAN JUAN DE LURIGANCHO,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,35,FEMENINO,NO,SIN LICENCIA,SIN LICENCIA,NO,,NO,TRIMOTO CARGA,08/02/2021,2021,FEBRERO,LUNES,11,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,AVENIDA,NO CORRESPONDE,URBANO
A-2021-02-127,V-2021-02-127-1,P-2021-02-127-1-1,LIMA,LIMA,EL AGUSTINO,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,37,MASCULINO,NO,INHABILITADO,A II B,NO,,NO,REMOLCADOR,08/02/2021,2021,FEBRERO,LUNES,15,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,AVENIDA,NO CORRESPONDE,URBANO
A-2021-02-127,V-2021-02-127-1,P-2021-02-127-1-2,LIMA,LIMA,EL AGUSTINO,PEATÓN,FALLECIDO,,EN EL CENTRO DE SALUD,IDENTIFICADO,VENEZUELA,29,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,NO,,NO,REMOLCADOR,08/02/2021,2021,FEBRERO,LUNES,15,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,AVENIDA,NO CORRESPONDE,URBANO
A-2021-02-249,V-2021-02-249-1,P-2021-02-249-1-1,LIMA,LIMA,SAN JUAN DE MIRAFLORES,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,57,MASCULINO,SI,VIGENTE,A II A,SI,NEGATIVO,NO,CAMIÓN,09/02/2021,2021,FEBRERO,MARTES,20,ATROPELLO,IMPRUDENCIA DEL PEATÓN,ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,CARRETERA NACIONAL,PE-1S,NACIONAL
A-2021-02-249,V-2021-02-249-1,P-2021-02-249-1-2,LIMA,LIMA,SAN JUAN DE MIRAFLORES,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,56,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,SI,NEGATIVO,NO,CAMIÓN,09/02/2021,2021,FEBRERO,MARTES,20,ATROPELLO,IMPRUDENCIA DEL PEATÓN,ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,CARRETERA NACIONAL,PE-1S,NACIONAL
A-2021-02-250,V-2021-02-250-1,P-2021-02-250-1-1,LIMA,LIMA,LA VICTORIA,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,22,MASCULINO,SI,,A I,SI,NEGATIVO,NO,MOTOCICLETA,09/02/2021,2021,FEBRERO,MARTES,21,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,AVENIDA,NO CORRESPONDE,URBANO
A-2021-02-254,V-2021-02-254-1,P-2021-02-254-1-1,LIMA,LIMA,SURQUILLO,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,33,MASCULINO,SI,VIGENTE,A III C,SI,NEGATIVO,NO,AUTOMÓVIL,10/02/2021,2021,FEBRERO,MIÉRCOLES,13,CHOQUE,IMPERICIA DEL CONDUCTOR,,AVENIDA,NO CORRESPONDE,URBANO
A-2021-02-254,V-2021-02-254-2,P-2021-02-254-2-1,LIMA,LIMA,SURQUILLO,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,29,MASCULINO,SI,VIGENTE,B II C,SI,NEGATIVO,NO,MOTOCICLETA,10/02/2021,2021,FEBRERO,MIÉRCOLES,13,CHOQUE,IMPERICIA DEL CONDUCTOR,,AVENIDA,NO CORRESPONDE,URBANO
A-2021-02-254,V-2021-02-254-2,P-2021-02-254-2-2,LIMA,LIMA,SURQUILLO,PASAJERO,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,29,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,SI,NEGATIVO,NO,MOTOCICLETA,10/02/2021,2021,FEBRERO,MIÉRCOLES,13,CHOQUE,IMPERICIA DEL CONDUCTOR,,AVENIDA,NO CORRESPONDE,URBANO
A-2021-02-252,V-2021-02-252-1,P-2021-02-252-1-1,LIMA,LIMA,LURIN,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,21,MASCULINO,SI,VIGENTE,A II B,SI,NEGATIVO,NO,AUTOMÓVIL,10/02/2021,2021,FEBRERO,MIÉRCOLES,15,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,CARRETERA NACIONAL,PE-1S,NACIONAL
A-2021-02-252,V-2021-02-252-2,P-2021-02-252-2-1,LIMA,LIMA,LURIN,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,50,MASCULINO,,NO CORRESPONDE,SIN DNI IDENTIFICADO,SI,NEGATIVO,NO,BICICLETA,10/02/2021,2021,FEBRERO,MIÉRCOLES,15,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,CARRETERA NACIONAL,PE-1S,NACIONAL
A-2021-02-253,V-2021-02-253-1,P-2021-02-253-1-1,LIMA,LIMA,SAN LUIS,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,26,MASCULINO,,NO CORRESPONDE,NO CORRESPONDE,SI,NEGATIVO,NO,BICICLETA,10/02/2021,2021,FEBRERO,MIÉRCOLES,16,ATROPELLO,IMPRUDENCIA DEL PEATÓN,USO DE DISPOSITIVOS MÓVILES Y/O ELECTRÓNICOS,AVENIDA,NO CORRESPONDE,URBANO
A-2021-02-253,V-2021-02-253-1,P-2021-02-253-1-2,LIMA,LIMA,SAN LUIS,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,81,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,SI,NEGATIVO,NO,BICICLETA,10/02/2021,2021,FEBRERO,MIÉRCOLES,16,ATROPELLO,IMPRUDENCIA DEL PEATÓN,USO DE DISPOSITIVOS MÓVILES Y/O ELECTRÓNICOS,AVENIDA,NO CORRESPONDE,URBANO
A-2021-02-255,V-2021-02-255-1,P-2021-02-255-1-1,LIMA,LIMA,SAN MARTIN DE PORRES,CONDUCTOR,NO SE CONOCE,,,IDENTIFICADO,PERÚ,55,MASCULINO,,SIN DNI IDENTIFICADO,SIN DNI IDENTIFICADO,SI,NEGATIVO,NO,AUTOMÓVIL,12/02/2021,2021,FEBRERO,VIERNES,7,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-20F,NACIONAL
A-2021-02-255,V-2021-02-255-1,P-2021-02-255-1-2,LIMA,LIMA,SAN MARTIN DE PORRES,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,34,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,SI,NEGATIVO,,AUTOMÓVIL,12/02/2021,2021,FEBRERO,VIERNES,7,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-20F,NACIONAL
A-2021-02-244,V-2021-02-244-1,P-2021-02-244-1-1,CALLAO,CALLAO,CALLAO,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,47,MASCULINO,SI,SUSPENDIDA,A II B,NO,,SI,CAMIONETA RURAL,12/02/2021,2021,FEBRERO,VIERNES,11,CHOQUE,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2021-02-244,V-2021-02-244-2,P-2021-02-244-2-1,CALLAO,CALLAO,CALLAO,CONDUCTOR,FALLECIDO,,EN EL CENTRO DE SALUD,IDENTIFICADO,PERÚ,50,MASCULINO,NO,NO CORRESPONDE,NO CORRESPONDE,NO,,SI,BICICLETA,12/02/2021,2021,FEBRERO,VIERNES,11,CHOQUE,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2021-02-258,V-2021-02-258-1,P-2021-02-258-1-1,LIMA,LIMA,EL AGUSTINO,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,70,MASCULINO,SI,VIGENTE,A III C,SI,NEGATIVO,NO,CAMIÓN,13/02/2021,2021,FEBRERO,SÁBADO,8,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,CARRETERA NACIONAL,PE-1N,NACIONAL
A-2021-02-258,V-2021-02-258-1,P-2021-02-258-1-2,LIMA,LIMA,EL AGUSTINO,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,84,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,SI,NEGATIVO,NO,CAMIÓN,13/02/2021,2021,FEBRERO,SÁBADO,8,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,CARRETERA NACIONAL,PE-1N,NACIONAL
A-2021-02-256,V-2021-02-256-1,P-2021-02-256-1-1,LIMA,LIMA,VILLA EL SALVADOR,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,23,MASCULINO,SI,VIGENTE,A I,SI,NEGATIVO,NO,AUTOMÓVIL,13/02/2021,2021,FEBRERO,SÁBADO,17,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,AVENIDA,NO CORRESPONDE,URBANO
A-2021-02-256,V-2021-02-256-2,P-2021-02-256-2-1,LIMA,LIMA,VILLA EL SALVADOR,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,25,MASCULINO,SI,VIGENTE,OTRO,SI,NEGATIVO,NO,TRIMOTO PASAJERO,13/02/2021,2021,FEBRERO,SÁBADO,17,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,AVENIDA,NO CORRESPONDE,URBANO
A-2021-02-256,V-2021-02-256-2,P-2021-02-256-2-2,LIMA,LIMA,VILLA EL SALVADOR,PASAJERO,LESIONADO,CENTRO DE SALUD PÚBLICO,,IDENTIFICADO,PERÚ,20,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,SI,NEGATIVO,NO,TRIMOTO PASAJERO,13/02/2021,2021,FEBRERO,SÁBADO,17,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,AVENIDA,NO CORRESPONDE,URBANO
A-2021-02-256,V-2021-02-256-2,P-2021-02-256-2-3,LIMA,LIMA,VILLA EL SALVADOR,PASAJERO,LESIONADO,CENTRO DE SALUD PÚBLICO,,IDENTIFICADO,PERÚ,19,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,SI,NEGATIVO,NO,TRIMOTO PASAJERO,13/02/2021,2021,FEBRERO,SÁBADO,17,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,AVENIDA,NO CORRESPONDE,URBANO
A-2021-02-259,V-2021-02-259-1,P-2021-02-259-1-1,LIMA,LIMA,MIRAFLORES,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,29,MASCULINO,SI,,A I,NO,,NO,MOTOCICLETA,13/02/2021,2021,FEBRERO,SÁBADO,18,VOLCADURA,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,CALLE,NO CORRESPONDE,URBANO
A-2021-02-257,V-2021-02-257-1,P-2021-02-257-1-1,LIMA,LIMA,CARABAYLLO,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,30,MASCULINO,,SIN DNI IDENTIFICADO,SIN DNI IDENTIFICADO,SI,NEGATIVO,NO,ÓMNIBUS,13/02/2021,2021,FEBRERO,SÁBADO,20,ATROPELLO FUGA,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA,AVENIDA,NO CORRESPONDE,URBANO
A-2021-02-257,V-2021-02-257-1,P-2021-02-257-1-2,LIMA,LIMA,CARABAYLLO,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,41,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,SI,NEGATIVO,NO,ÓMNIBUS,13/02/2021,2021,FEBRERO,SÁBADO,20,ATROPELLO FUGA,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA,AVENIDA,NO CORRESPONDE,URBANO
A-2021-02-261,V-2021-02-261-1,P-2021-02-261-1-1,LIMA,LIMA,LIMA,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,35,MASCULINO,SI,VIGENTE,B I,SI,NEGATIVO,NO,AUTOMÓVIL,16/02/2021,2021,FEBRERO,MARTES,8,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,AVENIDA,NO CORRESPONDE,URBANO
A-2021-02-261,V-2021-02-261-2,P-2021-02-261-2-1,LIMA,LIMA,LIMA,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,49,MASCULINO,,NO CORRESPONDE,NO CORRESPONDE,SI,NEGATIVO,NO,BICICLETA,16/02/2021,2021,FEBRERO,MARTES,8,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,AVENIDA,NO CORRESPONDE,URBANO
A-2021-02-260,V-2021-02-260-1,P-2021-02-260-1-1,LIMA,LIMA,LINCE,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,38,MASCULINO,,VIGENTE,A III C,SI,NEGATIVO,NO,ÓMNIBUS,16/02/2021,2021,FEBRERO,MARTES,18,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2021-02-260,V-2021-02-260-2,P-2021-02-260-2-1,LIMA,LIMA,LINCE,CONDUCTOR,FALLECIDO,,EN EL CENTRO DE SALUD,IDENTIFICADO,PERÚ,49,MASCULINO,,NO CORRESPONDE,SIN DNI IDENTIFICADO,SI,NEGATIVO,NO,BICICLETA,16/02/2021,2021,FEBRERO,MARTES,18,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2021-02-262,V-2021-02-262-1,P-2021-02-262-1-1,LIMA,LIMA,RIMAC,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,37,MASCULINO,,VIGENTE,A III C,SI,NEGATIVO,NO,REMOLCADOR,17/02/2021,2021,FEBRERO,MIÉRCOLES,11,ATROPELLO,IMPRUDENCIA DEL PEATÓN,DESACATO DE SEÑAL DE TRÁNSITO,AVENIDA,NO CORRESPONDE,URBANO
A-2021-02-262,V-2021-02-262-1,P-2021-02-262-1-2,LIMA,LIMA,RIMAC,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,74,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,SI,NEGATIVO,NO,REMOLCADOR,17/02/2021,2021,FEBRERO,MIÉRCOLES,11,ATROPELLO,IMPRUDENCIA DEL PEATÓN,DESACATO DE SEÑAL DE TRÁNSITO,AVENIDA,NO CORRESPONDE,URBANO
A-2021-02-264,V-2021-02-264-1,P-2021-02-264-1-1,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,31,MASCULINO,,SIN LICENCIA,SIN LICENCIA,SI,NEGATIVO,NO,REMOLCADOR,18/02/2021,2021,FEBRERO,JUEVES,15,CHOQUE CON OBJETO FIJO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,CALLE,NO CORRESPONDE,URBANO
A-2021-02-264,V-2021-02-264-1,P-2021-02-264-1-2,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,PASAJERO,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,5,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,NO,,NO,REMOLCADOR,18/02/2021,2021,FEBRERO,JUEVES,15,CHOQUE CON OBJETO FIJO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,CALLE,NO CORRESPONDE,URBANO
A-2021-02-264,V-2021-02-264-1,P-2021-02-264-1-3,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,PASAJERO,LESIONADO,CENTRO DE SALUD PÚBLICO,,IDENTIFICADO,PERÚ,38,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,NO,,NO,REMOLCADOR,18/02/2021,2021,FEBRERO,JUEVES,15,CHOQUE CON OBJETO FIJO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,CALLE,NO CORRESPONDE,URBANO
A-2021-02-264,V-2021-02-264-1,P-2021-02-264-1-4,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,PASAJERO,LESIONADO,CENTRO DE SALUD PÚBLICO,,IDENTIFICADO,PERÚ,2,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,NO,,NO,REMOLCADOR,18/02/2021,2021,FEBRERO,JUEVES,15,CHOQUE CON OBJETO FIJO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,CALLE,NO CORRESPONDE,URBANO
A-2021-02-264,V-2021-02-264-1,P-2021-02-264-1-5,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,PASAJERO,LESIONADO,CENTRO DE SALUD PÚBLICO,,IDENTIFICADO,PERÚ,39,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,NO,,NO,REMOLCADOR,18/02/2021,2021,FEBRERO,JUEVES,15,CHOQUE CON OBJETO FIJO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,CALLE,NO CORRESPONDE,URBANO
A-2021-02-263,V-2021-02-263-1,P-2021-02-263-1-1,LIMA,LIMA,RIMAC,CONDUCTOR FUGADO,NO SE CONOCE,,,NO IDENTIFICADO,,,NO INDICA,,FUGADO,FUGADO,,,,VEHICULO NO IDENTIFICADO,18/02/2021,2021,FEBRERO,JUEVES,18,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-1N,NACIONAL
A-2021-02-263,V-2021-02-263-1,P-2021-02-263-1-2,LIMA,LIMA,RIMAC,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,30,MASCULINO,,NO CONDUCTOR,NO CONDUCTOR,SI,NEGATIVO,NO,VEHICULO NO IDENTIFICADO,18/02/2021,2021,FEBRERO,JUEVES,18,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-1N,NACIONAL
A-2021-02-235,V-2021-02-235-1,P-2021-02-235-1-1,CALLAO,CALLAO,CALLAO,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,66,MASCULINO,SI,VIGENTE,A III C,NO,,SI,REMOLCADOR-SEMIREMOLQUE,19/02/2021,2021,FEBRERO,VIERNES,8,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-20,NACIONAL
A-2021-02-235,V-2021-02-235-2,P-2021-02-235-2-1,CALLAO,CALLAO,CALLAO,CONDUCTOR,FALLECIDO,,EN EL CENTRO DE SALUD,IDENTIFICADO,PERÚ,21,MASCULINO,SI,VIGENTE,B II C,NO,,SI,MOTOCICLETA,19/02/2021,2021,FEBRERO,VIERNES,8,CHOQUE,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-20,NACIONAL
A-2021-02-265,V-2021-02-265-1,P-2021-02-265-1-1,LIMA,LIMA,LIMA,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,34,MASCULINO,SI,VIGENTE,A III C,SI,NEGATIVO,NO,MINIBUS,19/02/2021,2021,FEBRERO,VIERNES,20,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,AVENIDA,NO CORRESPONDE,URBANO
A-2021-02-265,V-2021-02-265-1,P-2021-02-265-1-2,LIMA,LIMA,LIMA,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,7,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,SI,NEGATIVO,NO,MINIBUS,19/02/2021,2021,FEBRERO,VIERNES,20,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,AVENIDA,NO CORRESPONDE,URBANO
A-2021-02-265,V-2021-02-265-1,P-2021-02-265-1-3,LIMA,LIMA,LIMA,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,27,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,SI,NEGATIVO,NO,MINIBUS,19/02/2021,2021,FEBRERO,VIERNES,20,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,AVENIDA,NO CORRESPONDE,URBANO
A-2021-02-237,V-2021-02-237-1,P-2021-02-237-1-1,LIMA,LIMA,MAGDALENA DEL MAR,CONDUCTOR,NO SE CONOCE,,,IDENTIFICADO,PERÚ,20,MASCULINO,NO,SIN DNI IDENTIFICADO,SIN DNI IDENTIFICADO,NO,,NO,MOTOCICLETA,21/02/2021,2021,FEBRERO,DOMINGO,21,CHOQUE CON OBJETO FIJO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,OTRO,NO CORRESPONDE,URBANO
A-2021-02-237,V-2021-02-237-1,P-2021-02-237-1-2,LIMA,LIMA,MAGDALENA DEL MAR,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,25,FEMENINO,,NO CONDUCTOR,NO CONDUCTOR,NO,,NO,MOTOCICLETA,21/02/2021,2021,FEBRERO,DOMINGO,21,CHOQUE CON OBJETO FIJO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,OTRO,NO CORRESPONDE,URBANO
A-2021-02-266,V-2021-02-266-1,P-2021-02-266-1-1,LIMA,LIMA,INDEPENDENCIA,CONDUCTOR,NO SE CONOCE,,,IDENTIFICADO,PERÚ,,MASCULINO,,SIN DNI IDENTIFICADO,SIN DNI IDENTIFICADO,NO,,NO,ÓMNIBUS,22/02/2021,2021,FEBRERO,LUNES,7,VOLCADURA,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,CARRETERA NACIONAL,PE-1N,NACIONAL
